B2_pos	ss	B2_reads
42301444	3ss	192
42302446	3ss	301
42302539	5ss	273
42310424	3ss	247
42310495	5ss	335
42311434	3ss	361
42311526	5ss	452
42315492	3ss	452
42315712	5ss	309
42320797	3ss	309
42320959	5ss	563
42328397	3ss	563
42328684	5ss	373
42331130	3ss	373
42331543	5ss	324
42333859	3ss	324
42333998	5ss	572
42338603	3ss	572
42338702	5ss	340
42340128	3ss	340
42340241	5ss	341
42341642	3ss	341
42341746	5ss	397
42343774	3ss	397
42343923	5ss	316
42344599	3ss	316
42364359	5ss	2265
42364515	5ss	26
42364845	3ss	2291
42364915	5ss	5937
42365181	3ss	5937
42365281	5ss	6229
42373101	3ss	6229
42373284	5ss	11737
42373769	3ss	11737
42373823	5ss	5089
42375419	3ss	5089
42387356	5ss	20
42388560	5ss	37
42392135	3ss	57
42392177	5ss	99
42392263	3ss	99
42392349	5ss	64
42392823	3ss	64
42392936	5ss	70
42396096	3ss	70
42396194	5ss	82
42396402	3ss	82
42396444	5ss	71
42396674	3ss	71
42396776	5ss	148
42396848	5ss	91
42396920	5ss	56
42397298	5ss	10
42397345	3ss	56
42397374	5ss	75
42397516	5ss	31
42398280	3ss	75
42398379	5ss	87
42398524	3ss	87
42398620	5ss	75
42398699	3ss	75
42398734	5ss	69
42399422	3ss	69
42399559	5ss	80
42400450	3ss	80
42400555	5ss	93
42401612	3ss	132
42401749	5ss	300
42402591	3ss	93
42402736	5ss	87
42403799	3ss	300
42403923	5ss	188
42406037	3ss	87
42406183	5ss	50
42406424	3ss	50
42406506	5ss	73
42406683	3ss	73
42406808	5ss	116
42406934	3ss	116
42407048	5ss	87
42407457	3ss	87
42407557	5ss	105
42407687	3ss	188
42407859	3ss	105
42407936	5ss	89
42408187	3ss	89
42408262	5ss	54
42408368	3ss	54
42408535	5ss	54
42409101	3ss	54
42409188	5ss	128
42409327	3ss	114
42409413	5ss	148
42409912	3ss	162
42409979	5ss	161
42410091	3ss	161
42410177	5ss	67
42410609	3ss	67
42410772	5ss	59
42410855	3ss	59
42410955	5ss	112
42411257	3ss	112
42422702	5ss	96
42422973	5ss	28
42426526	3ss	124
42426670	5ss	487
42426794	3ss	487
42426919	5ss	292
42427035	3ss	292
42427119	5ss	294
42427596	3ss	294
42427708	5ss	370
42427810	3ss	370
42427945	5ss	339
42428059	3ss	339
42428168	5ss	559
42428405	3ss	559
42428531	5ss	356
42428731	3ss	356
42428828	5ss	310
42428918	3ss	310
42429163	5ss	631
42429383	3ss	631
42429616	5ss	244
42429709	3ss	244
42429939	5ss	181
42430029	3ss	181
42449195	3ss	32
42449248	5ss	29
42471656	5ss	13
4247167	5ss	161
42472645	3ss	95
42472827	5ss	279
42473284	3ss	13
42475958	5ss	49
42477929	3ss	49
42478069	5ss	41
42479123	3ss	41
42483641	3ss	279
42483770	5ss	413
42488261	3ss	371
42488434	5ss	528
42490318	3ss	570
42490446	5ss	311
42491846	3ss	311
42491871	5ss	296
4249225	3ss	161
4249325	5ss	186
42507990	3ss	349
42508113	5ss	561
42509963	3ss	561
42510112	5ss	380
4251024	3ss	186
4251168	5ss	155
42511774	3ss	380
42511843	5ss	399
42513409	3ss	399
42513519	5ss	394
42515367	3ss	394
42515462	5ss	391
42522265	3ss	391
42522399	5ss	462
42522521	3ss	462
42522656	5ss	686
42528381	3ss	686
42528532	5ss	578
42529846	3ss	29
42530244	3ss	578
42530369	5ss	367
42530455	3ss	367
42530586	5ss	396
42531624	3ss	396
42531691	5ss	304
42532135	5ss	46
42533305	5ss	27
42541472	3ss	46
42541731	5ss	76
42543102	3ss	304
42543190	5ss	275
4254352	3ss	155
42544567	3ss	275
42544664	5ss	432
4254486	5ss	83
42552607	3ss	432
42552694	5ss	435
42553294	3ss	435
42553392	5ss	281
42556026	3ss	281
42556156	5ss	496
42556874	3ss	496
42559889	3ss	76
42559967	5ss	64
42561929	3ss	64
42562042	5ss	95
42568608	5ss	14
42570680	3ss	14
42571326	3ss	95
42571456	5ss	54
42573331	5ss	11
42573459	3ss	54
42573597	5ss	72
42574327	3ss	72
42574389	5ss	61
42575809	3ss	11
42579909	3ss	61
42580029	5ss	45
42580438	5ss	41
4258239	3ss	83
42582739	3ss	41
42582809	3ss	45
42582916	5ss	39
42583740	3ss	39
42583828	5ss	46
4258420	5ss	68
42584978	3ss	12
42585147	3ss	34
42585245	5ss	70
42600290	3ss	70
42600453	5ss	59
42600543	3ss	59
42600642	5ss	57
42603044	5ss	10
42603156	3ss	57
42603284	5ss	49
42604749	3ss	49
42604932	5ss	97
42607947	3ss	97
42608008	5ss	111
42609320	3ss	111
42609430	5ss	88
42610154	3ss	88
42610219	5ss	94
42611952	3ss	94
42612074	5ss	59
42612211	3ss	59
42612274	5ss	51
42613204	3ss	51
42613328	5ss	55
42613983	3ss	10
42615856	3ss	55
42615908	5ss	79
42618022	3ss	79
42618124	5ss	106
42618450	3ss	27
42618620	5ss	13
42619761	3ss	106
42619809	5ss	88
4261991	3ss	68
42620229	3ss	88
42620383	5ss	53
4262111	5ss	113
42622870	5ss	10
42623359	3ss	53
42623461	5ss	54
42625762	3ss	54
42625871	5ss	117
42625978	3ss	117
42626058	5ss	92
42626384	3ss	92
42626562	5ss	66
42627394	3ss	66
42627593	5ss	63
42629922	3ss	63
42630015	5ss	70
42630587	3ss	10
42630996	3ss	70
42631157	5ss	60
42632458	5ss	113
42633017	3ss	113
42633093	5ss	93
42633147	3ss	60
42633250	5ss	41
42633905	3ss	41
42633983	5ss	48
42635914	3ss	93
42637830	3ss	48
42637978	5ss	61
42638398	3ss	61
42638453	5ss	58
42641529	3ss	58
42641625	5ss	57
42641864	3ss	57
42641931	5ss	59
42642270	5ss	16
42642476	3ss	16
42642556	5ss	34
42643044	3ss	13
42643794	3ss	59
42643929	5ss	50
42644521	3ss	50
42644611	5ss	93
42646277	3ss	93
42646407	5ss	75
42647462	3ss	75
42647570	5ss	79
42650793	3ss	79
42650849	5ss	78
42652532	3ss	78
42652609	5ss	73
42655954	3ss	73
42656124	5ss	126
42657307	3ss	126
42657408	5ss	145
42658770	3ss	145
42659062	3ss	34
42659136	5ss	91
42660512	3ss	91
42660619	5ss	86
42661156	3ss	86
42661200	5ss	59
42661508	3ss	29
42661535	5ss	28
42662921	3ss	58
42663008	5ss	23
42672038	3ss	23
42672067	5ss	36
42672663	3ss	36
42672808	5ss	55
42674093	3ss	55
42674315	5ss	53
42675072	3ss	53
42675227	5ss	137
42676105	3ss	137
42676192	5ss	77
4267621	3ss	113
42676713	3ss	77
42676858	5ss	105
4267771	5ss	166
42678360	3ss	105
42681242	5ss	152
42683993	3ss	152
42684088	5ss	134
42684831	3ss	134
42684887	5ss	67
42685391	3ss	30
42685394	3ss	37
42685495	5ss	78
4268581	3ss	166
42687380	3ss	78
42695191	5ss	15
42699926	3ss	15
42720031	5ss	96
42724539	5ss	11
42726462	3ss	14
42726504	5ss	20
42728367	3ss	11
42728457	5ss	44
42728539	3ss	44
42729685	3ss	102
42729776	5ss	195
42742322	5ss	12
42742572	5ss	242
42745687	3ss	90
42745851	5ss	116
42748763	3ss	254
42748963	3ss	221
42749024	5ss	173
42749082	5ss	117
42749716	3ss	117
42749908	5ss	149
42751944	3ss	149
42752078	5ss	198
42752331	5ss	70
42754337	3ss	198
42754491	5ss	218
42761316	3ss	70
42761401	5ss	82
42762492	3ss	218
42762630	5ss	246
42764661	5ss	10
42767514	3ss	246
42767712	5ss	114
42768665	3ss	173
42768876	5ss	172
42769021	3ss	10
42769540	3ss	114
42769618	5ss	136
42770824	3ss	136
42770946	5ss	144
42771123	3ss	144
42771264	5ss	200
42773533	5ss	13
42773897	3ss	200
42774055	5ss	188
42775194	3ss	188
42775270	5ss	195
42775926	3ss	13
42778671	3ss	195
42778729	5ss	25
42778742	3ss	83
42778798	5ss	70
42778925	5ss	276
42779918	3ss	276
42780700	3ss	82
42780772	5ss	84
42781258	3ss	159
42781337	5ss	128
42785265	3ss	84
42785315	5ss	79
42786207	5ss	10
42786672	3ss	10
42787372	3ss	128
42787491	5ss	206
42787911	5ss	186
42788923	5ss	29
42789801	5ss	10
42790534	3ss	10
42790582	5ss	12
42790673	3ss	12
42790741	5ss	14
42790923	3ss	54
42791072	5ss	60
42791158	3ss	60
42791392	5ss	73
42791472	3ss	73
42791601	5ss	68
42791697	3ss	68
42791879	5ss	82
42791962	3ss	82
42792127	5ss	82
42792656	3ss	206
42792796	5ss	167
42793040	3ss	82
42793242	5ss	61
42793333	3ss	61
42793558	5ss	61
42794000	3ss	61
42794103	5ss	53
42794385	3ss	53
42795618	5ss	33
42795710	3ss	33
42795897	5ss	87
42795913	5ss	17
42796231	3ss	14
42796238	3ss	87
42796359	5ss	33
42796452	3ss	33
42796618	5ss	40
42796718	3ss	40
42797011	5ss	24
42797108	3ss	24
42797433	5ss	36
42797577	3ss	17
42797644	5ss	51
42797744	3ss	36
42797910	5ss	15
42797988	5ss	48
42798087	3ss	38
42798090	3ss	10
42798241	5ss	56
42798325	3ss	56
42798456	3ss	79
42798456	5ss	30
42798588	5ss	72
42798756	3ss	30
42798887	5ss	62
42798976	3ss	62
42800390	5ss	16
42804031	3ss	186
42804101	5ss	360
42805153	3ss	360
42805194	5ss	373
42805531	3ss	72
42805597	3ss	373
42805598	5ss	125
42805645	5ss	337
42806247	3ss	51
42806340	5ss	67
42807273	3ss	16
42807435	3ss	337
42807464	5ss	20
42807552	5ss	170
42808333	3ss	20
42808383	5ss	10
42809546	3ss	10
42811531	5ss	28
42812237	3ss	125
42812299	5ss	168
42814198	3ss	28
42814234	5ss	45
42814374	3ss	168
42814457	5ss	134
42815747	3ss	45
42815792	5ss	38
42818704	3ss	23
42818769	3ss	15
42818820	5ss	33
42819454	3ss	134
42819617	5ss	135
42819830	3ss	15
42820460	3ss	158
42820618	5ss	377
42821476	5ss	10
42821616	3ss	135
42821756	5ss	160
42821873	3ss	389
42822017	5ss	318
42823156	3ss	160
42823357	5ss	137
42823594	3ss	10
42823611	3ss	318
42823655	5ss	12
42824451	3ss	33
42824559	5ss	12
42824759	3ss	12
42824829	3ss	12
42824883	5ss	40
42824974	5ss	15
42825709	3ss	40
42828000	3ss	15
42828432	3ss	137
42828542	5ss	104
42829250	3ss	104
42829337	5ss	67
42830582	5ss	45
42835117	3ss	167
42835231	5ss	56
42836443	3ss	56
42836543	5ss	48
42836598	3ss	67
42836724	5ss	55
42837757	3ss	45
42837770	3ss	67
42837839	5ss	66
42837920	5ss	49
42838159	3ss	49
42838365	5ss	41
42839187	3ss	41
42839367	5ss	59
42839449	3ss	59
42839537	5ss	36
42839775	3ss	22
42839793	3ss	26
42839996	5ss	11
42840083	3ss	36
42840092	5ss	45
42840394	3ss	45
42840498	5ss	34
42840959	3ss	34
42841104	5ss	32
42841163	5ss	65
42841236	3ss	32
42841358	5ss	33
42841798	3ss	66
42841938	5ss	103
42843528	3ss	11
42847629	3ss	33
42847689	5ss	339
42847783	5ss	45
42848106	3ss	45
42848225	5ss	32
42848593	3ss	32
42848599	3ss	295
42848704	5ss	358
42848737	5ss	54
42848820	5ss	30
42848822	3ss	54
42848985	5ss	67
42850396	3ss	51
42850488	5ss	78
42851189	3ss	421
42851192	3ss	11
42851352	5ss	383
42851537	3ss	92
42851606	5ss	101
42852351	3ss	383
42852424	3ss	67
42852488	5ss	562
42852624	5ss	57
42852693	3ss	103
42852780	5ss	94
42852980	3ss	39
42853068	5ss	24
42853468	3ss	86
42853600	5ss	198
42853651	3ss	57
42853712	3ss	562
42853821	5ss	436
42853851	5ss	10
42853994	3ss	436
42854208	5ss	78
42854300	3ss	10
42854536	5ss	24
42854898	3ss	78
42855368	3ss	24
42855486	5ss	55
42855581	3ss	55
42855712	5ss	46
42855800	3ss	46
42855913	5ss	22
42855947	3ss	198
42856055	5ss	160
42856087	5ss	65
42856360	3ss	22
42856608	5ss	31
42857080	3ss	31
42857250	3ss	94
42857279	5ss	29
42857284	5ss	158
42857617	3ss	29
42858176	5ss	49
42858740	3ss	49
42858805	3ss	160
42860157	5ss	50
42860235	3ss	50
42860345	5ss	42
42860487	3ss	42
42860535	5ss	10
42860605	5ss	37
42860926	3ss	37
42861133	5ss	31
42861556	3ss	31
42861736	5ss	35
42862296	3ss	35
42862459	5ss	31
42862990	3ss	158
42863072	5ss	176
42863250	3ss	31
42863394	5ss	21
42864927	3ss	21
42865158	5ss	63
42865448	3ss	176
42865548	5ss	117
42866242	3ss	63
42866365	5ss	47
42866521	3ss	10
42866536	3ss	47
42866637	5ss	17
42866749	5ss	44
42867200	3ss	44
42867313	3ss	55
42867376	5ss	48
42867414	5ss	36
42868194	3ss	117
42868298	5ss	96
42868472	3ss	96
42868543	5ss	119
42869831	3ss	17
42871267	3ss	48
42871384	5ss	88
42872607	3ss	36
42872814	5ss	45
42872933	5ss	32
42872995	3ss	45
42873154	5ss	15
42873499	3ss	32
42873501	3ss	119
42873683	3ss	15
42873875	5ss	21
42874341	3ss	21
42874511	5ss	53
42874853	3ss	53
42874983	5ss	37
42875502	3ss	27
42877999	5ss	41
42880403	3ss	10
42882590	3ss	41
42882745	5ss	51
42883340	3ss	88
42883442	5ss	44
42886903	3ss	44
42887002	5ss	72
42887266	5ss	18
42888030	3ss	69
42888076	5ss	61
42891664	3ss	61
42891824	5ss	11
42893224	3ss	11
42897459	5ss	56
42902213	3ss	56
42902336	5ss	144
42903150	3ss	39
42903211	5ss	22
42903312	3ss	127
42903408	5ss	101
42905455	3ss	101
42905577	5ss	159
42905828	3ss	159
42905945	5ss	231
42906306	3ss	231
42909541	3ss	72
42909729	5ss	43
42911689	5ss	320
42914235	3ss	320
42914320	5ss	272
42919244	3ss	272
42919358	5ss	292
42922744	5ss	84
42922905	3ss	43
42922918	3ss	84
42922979	5ss	67
42923021	5ss	124
42923238	5ss	14
42924698	3ss	292
42924802	5ss	441
42924916	3ss	67
42924974	5ss	59
42925274	3ss	138
42927324	3ss	441
42927450	5ss	318
42931334	3ss	28
42931337	3ss	31
42931458	5ss	45
42932359	3ss	318
42932507	5ss	241
42935043	3ss	45
42935194	5ss	96
42936014	3ss	96
42938261	3ss	241
42938323	5ss	231
42939853	3ss	231
42940024	5ss	557
42940303	3ss	557
42944293	3ss	65
42948706	5ss	59
42952442	5ss	83
42952667	3ss	59
42952758	5ss	234
42957349	3ss	83
42957426	5ss	101
42957648	3ss	234
42957743	5ss	265
42958671	3ss	265
42958973	5ss	208
42972115	5ss	314
42974201	3ss	101
42974417	5ss	58
42974554	3ss	314
42974649	3ss	58
42974735	5ss	360
42974848	5ss	148
42974934	3ss	148
42975044	5ss	174
42975152	3ss	174
42975244	5ss	122
42975673	3ss	122
42975803	5ss	111
42975939	3ss	111
42975998	5ss	88
42976105	3ss	88
42976213	5ss	105
42976431	3ss	105
42976484	5ss	106
42976795	3ss	106
42976921	3ss	360
42976965	5ss	156
42977060	3ss	156
42977187	5ss	175
42977250	3ss	208
42977947	5ss	17
42978206	3ss	175
42978307	5ss	221
42978402	3ss	221
42978474	5ss	188
42978619	3ss	188
42978735	5ss	137
42978887	3ss	137
42980342	3ss	17
42980423	5ss	22
42982086	5ss	504
42982718	3ss	22
42982844	5ss	17
42983450	3ss	17
42983563	5ss	14
42984030	3ss	14
42984493	5ss	170
42984872	3ss	504
42985084	5ss	196
42985257	3ss	196
429854	5ss	11
42985433	5ss	191
42985591	3ss	191
42985706	5ss	308
42985883	3ss	308
42985954	5ss	187
42986081	3ss	187
42986294	5ss	250
42986371	3ss	250
42986457	5ss	182
42986601	3ss	182
42986709	5ss	141
42986830	3ss	141
42986903	5ss	309
42987026	3ss	309
42987104	5ss	490
42988405	3ss	490
42989522	5ss	174
42992723	3ss	174
42992870	5ss	392
42993001	3ss	392
42993067	5ss	294
42993775	3ss	294
42993879	5ss	320
42994916	3ss	320
42994990	5ss	290
42995098	3ss	290
42995215	5ss	347
42995757	5ss	23
42996830	3ss	347
43002091	3ss	23
43002206	5ss	28
43013718	3ss	28
43013854	5ss	19
43014066	3ss	19
43014187	5ss	39
43016581	3ss	39
43016650	5ss	42
43024316	3ss	42
43024385	5ss	78
43025728	3ss	78
43025837	5ss	61
43027453	3ss	61
43027529	5ss	61
43028856	3ss	61
43028886	5ss	59
43029331	5ss	56
43030127	5ss	366
43030655	3ss	56
43030885	5ss	36
43033217	3ss	59
43033358	3ss	36
43033377	5ss	36
43033439	5ss	51
43034044	3ss	51
43034263	5ss	48
43034698	3ss	536
43034734	3ss	48
43034821	5ss	38
43034872	5ss	388
43036021	3ss	388
43036115	5ss	335
43037288	3ss	36
43037403	5ss	22
43038092	3ss	38
43038193	5ss	55
43038430	3ss	55
43038603	5ss	36
43039013	3ss	36
43039112	5ss	41
43039305	3ss	41
43039357	5ss	46
43039590	3ss	46
43039660	5ss	41
43039885	3ss	41
43039993	5ss	59
43040562	3ss	59
43040702	5ss	52
43040961	3ss	52
43041076	5ss	69
43041640	3ss	69
43041703	5ss	67
43042334	3ss	335
43042360	3ss	67
43042440	5ss	440
43043147	3ss	440
43043302	5ss	272
43046617	3ss	22
43046738	5ss	42
43047065	3ss	272
43047152	5ss	309
43047447	3ss	42
43047573	5ss	69
4304818	5ss	11
43048361	3ss	309
43048516	5ss	417
43048900	3ss	69
43048986	5ss	42
43052091	3ss	42
43052168	5ss	43
43052658	3ss	417
43052815	3ss	43
43052885	5ss	52
43052894	5ss	567
43052983	3ss	52
43053095	5ss	56
43054531	3ss	56
43056975	3ss	567
43057097	5ss	153
43057127	5ss	642
43058163	3ss	795
4307865	3ss	11
4307911	5ss	12
43104631	5ss	33
43108625	3ss	33
43109084	5ss	90
43112977	3ss	90
43113170	5ss	24
43115236	3ss	24
43115346	5ss	61
43117904	3ss	61
43121670	5ss	12
43121930	5ss	26
43122141	3ss	38
43122279	5ss	80
43123311	3ss	80
43123412	5ss	70
43124183	5ss	175
43124515	3ss	175
43124579	5ss	246
43124899	3ss	246
43124922	5ss	297
43125193	3ss	297
43125237	5ss	307
43126533	3ss	307
43126575	5ss	322
43130534	3ss	322
43130626	5ss	143
43131651	3ss	143
43131738	5ss	226
43132218	3ss	226
43132258	5ss	295
43133022	3ss	295
43133111	5ss	274
43138828	5ss	347
43139267	3ss	70
43139411	5ss	158
43139907	5ss	108
43141585	3ss	108
43141851	5ss	194
43142255	3ss	274
43143444	3ss	194
43143705	5ss	119
43144286	3ss	119
43144405	5ss	100
43146032	3ss	100
43146223	5ss	60
43146544	3ss	60
43146620	5ss	67
43146833	3ss	67
4314768	3ss	12
43148402	5ss	2775
43149074	3ss	2775
43149137	5ss	4820
43152643	5ss	11
43153194	3ss	11
43154833	5ss	10
43154984	3ss	10
43159012	3ss	347
43159120	5ss	398
43159161	3ss	4820
43159194	5ss	6850
43160619	5ss	14
43160946	5ss	11
43161351	3ss	158
43161708	5ss	126
43161715	5ss	14
43161811	3ss	140
43161870	3ss	6850
43161959	5ss	8390
43162033	5ss	100
43162313	3ss	8373
43162414	3ss	17
43162615	5ss	7037
43162851	3ss	7037
43162933	5ss	7557
43163807	3ss	11
43163876	3ss	398
43164003	5ss	12
43164020	5ss	366
43164383	3ss	12
43166452	3ss	7557
43166717	5ss	5434
43167652	3ss	5423
43167657	3ss	11
43167894	5ss	13
43168174	3ss	13
43171053	3ss	366
43171171	5ss	250
43173420	3ss	100
43173550	5ss	104
43173562	3ss	250
43173653	5ss	257
43173973	5ss	10
43174059	3ss	10
43174496	3ss	257
43174549	3ss	104
43174612	5ss	231
43175750	3ss	231
43175920	5ss	533
43176773	3ss	533
43176881	5ss	442
4317697	5ss	12
43180319	3ss	442
43180489	5ss	654
43181077	3ss	654
43181244	5ss	349
43182227	3ss	349
43182364	5ss	342
43182987	3ss	342
43184241	5ss	10
43188197	3ss	10
43191906	5ss	13
43191988	3ss	13
43213987	5ss	11
43214059	3ss	11
43214143	5ss	10
43214386	3ss	10
43215355	5ss	10
43216388	3ss	10
432166	3ss	11
43218438	3ss	14
43218507	5ss	24
4322367	3ss	12
432324	5ss	22
43233061	5ss	33
43233180	3ss	33
43233295	5ss	14
43239234	3ss	14
43239320	5ss	27
43240226	5ss	24
43240408	3ss	27
43240539	5ss	50
43240880	3ss	50
43243175	3ss	24
43243348	5ss	44
43246382	3ss	24
43246926	3ss	44
43278278	5ss	37
43279810	3ss	37
43280018	5ss	165
43280930	3ss	165
43281120	5ss	80
43282616	3ss	80
43282695	5ss	93
43285771	3ss	93
43285959	5ss	150
43287075	3ss	150
43287217	5ss	201
43287941	3ss	201
43288062	5ss	94
43288405	3ss	94
43288592	5ss	113
43289078	5ss	12
43289300	3ss	113
43289439	5ss	164
43291922	3ss	164
43292679	5ss	78
43292870	3ss	78
43292971	5ss	101
43293916	3ss	101
43294073	5ss	216
43297585	3ss	216
43297666	5ss	251
43300825	5ss	22
43301403	3ss	22
43301435	5ss	10
43302829	3ss	10
43305849	5ss	30
43305941	3ss	30
43305967	5ss	29
43308188	3ss	29
43312047	3ss	251
43312120	5ss	127
43312766	3ss	127
43312942	5ss	125
43315084	5ss	13
43315236	3ss	13
43315413	5ss	21
43315684	3ss	125
43315872	5ss	114
43315956	3ss	114
43316136	5ss	70
43316382	3ss	70
43316440	5ss	81
43316621	3ss	21
43317510	3ss	81
43317632	5ss	148
43318566	3ss	148
43318713	5ss	136
43319057	3ss	136
43319232	5ss	287
43325709	3ss	287
43325870	5ss	158
43326314	3ss	158
43328167	5ss	18
43333746	5ss	144
43340190	3ss	144
43340351	5ss	314
43341246	3ss	18
43341307	5ss	72
43342371	3ss	314
43342464	5ss	452
43342961	3ss	452
43343026	5ss	289
43343535	3ss	289
43343686	5ss	484
43344590	3ss	72
43344980	3ss	484
43345186	5ss	240
43345284	5ss	33
43348057	3ss	240
43348161	5ss	328
43349339	3ss	328
43349428	5ss	297
43350262	3ss	297
43350443	5ss	404
43351362	3ss	12
43351515	3ss	404
43351608	5ss	272
43352058	3ss	272
43352114	5ss	337
43356828	3ss	337
43356904	5ss	367
43357408	3ss	367
43357544	5ss	441
43363978	3ss	265
43363983	3ss	176
43373661	3ss	33
43373802	5ss	67
43380663	5ss	146
43381779	3ss	67
43381991	5ss	100
43384836	3ss	100
43384970	5ss	65
433875	3ss	22
43388831	3ss	65
43395877	5ss	10
433975	5ss	30
43399880	3ss	10
43400783	3ss	146
43400872	5ss	223
43401098	5ss	16
43402359	3ss	16
43402586	5ss	16
43403489	3ss	16
43403985	5ss	15
43405672	3ss	15
43405751	5ss	27
43406362	3ss	27
43406533	5ss	18
43409600	3ss	18
43409698	5ss	21
43410708	3ss	21
43410897	5ss	10
43411202	3ss	223
43411371	5ss	193
43411671	3ss	10
43411748	5ss	18
43411897	3ss	18
43412091	5ss	29
43412526	3ss	29
43412676	5ss	25
43412863	3ss	25
43413015	3ss	193
43413052	5ss	29
43413126	5ss	123
43413337	3ss	29
43413371	3ss	123
43413502	5ss	175
43413680	5ss	29
43414015	3ss	29
43415146	5ss	14
43415422	3ss	14
43415675	5ss	15
43416619	3ss	15
43416764	5ss	25
43416845	3ss	25
43416942	5ss	30
43417160	3ss	30
43417272	5ss	30
43417667	3ss	30
43418259	3ss	175
43418368	5ss	218
43418897	3ss	218
43419041	5ss	158
43419524	3ss	158
43419663	5ss	223
43421438	3ss	223
43421598	5ss	97
43422996	3ss	97
43423108	5ss	125
43425548	3ss	125
43425694	5ss	268
43427064	3ss	268
43427179	5ss	224
43427336	3ss	224
43427501	5ss	172
43428688	3ss	172
43428765	5ss	83
43428903	3ss	83
43429127	5ss	142
43436140	3ss	142
43436326	5ss	129
43438832	5ss	12
4343991	5ss	10
43440953	3ss	12
43441077	5ss	12
43441227	3ss	12
43445366	5ss	14
43445825	3ss	14
43445970	5ss	77
43446397	3ss	10
43446456	5ss	11
43447029	5ss	14
4345210	5ss	56
43452879	3ss	14
43452992	5ss	25
4345552	5ss	14
4345742	3ss	10
43457714	3ss	115
43457884	5ss	228
4345978	5ss	16
43461791	3ss	25
43461875	5ss	11
43464875	3ss	242
43465134	5ss	147
43465606	3ss	147
43465619	3ss	78
43465715	5ss	77
43465759	5ss	160
43466713	3ss	46
43466716	3ss	31
43466838	5ss	54
43467481	3ss	35
43468482	3ss	54
43468510	5ss	67
43469264	3ss	67
43469425	5ss	58
43469552	3ss	125
43469672	5ss	187
43470021	3ss	58
43470087	5ss	49
43470805	3ss	11
43471139	3ss	49
43471246	5ss	59
43471361	3ss	59
43471444	5ss	63
43471632	3ss	187
43471791	5ss	95
43472499	3ss	63
43472732	3ss	95
43472815	5ss	87
43473497	5ss	10
43476458	3ss	10
43477805	5ss	86
43478018	3ss	86
43478077	5ss	54
434783	3ss	30
43478352	3ss	54
43478431	5ss	58
43481397	3ss	58
43481478	5ss	71
43482253	3ss	71
43482349	5ss	75
43482523	3ss	75
43482596	5ss	68
43483164	3ss	68
43483240	5ss	72
43483593	3ss	72
43483873	5ss	55
43484916	5ss	84
43484941	3ss	55
43485001	5ss	65
43485044	3ss	84
43485115	5ss	89
43486613	3ss	65
43486659	5ss	66
43486925	3ss	66
43487071	3ss	89
43487178	5ss	96
43487444	3ss	96
43487576	5ss	168
43487804	3ss	168
43487923	5ss	122
43488013	3ss	122
43488165	5ss	63
43488363	3ss	63
43488512	5ss	54
43488670	3ss	54
43488786	5ss	64
43488920	3ss	64
43508704	5ss	26
43511789	3ss	87
43511908	5ss	128
43513570	3ss	128
43513713	5ss	153
43514527	5ss	368
43515323	3ss	153
43515662	5ss	62
43516289	3ss	32
43516383	5ss	57
43519209	3ss	26
4352894	3ss	16
43530172	3ss	393
4353026	5ss	29
43530474	5ss	542
43532634	3ss	542
43532757	5ss	708
43533609	3ss	708
43533772	5ss	985
43534642	3ss	985
43534737	5ss	647
43535023	3ss	647
4354042	3ss	29
4354126	5ss	29
43542761	3ss	62
43542855	5ss	49
4354321	3ss	29
4354417	5ss	11
43544177	5ss	10
4354582	3ss	50
43547918	5ss	10
4354946	3ss	11
43550053	3ss	10
4355018	5ss	15
43550193	5ss	14
43550235	3ss	10
43550744	3ss	14
43550878	5ss	17
4355094	3ss	15
43552538	3ss	49
43552675	5ss	76
4355331	3ss	20
4355445	5ss	74
43555009	3ss	17
43555226	5ss	20
43555426	5ss	26
43557058	3ss	26
43557196	5ss	48
43558809	3ss	48
43565433	3ss	20
43565602	5ss	12
43568725	3ss	12
43571119	3ss	76
43571223	5ss	62
43571748	5ss	18
43571952	3ss	62
43572043	5ss	26
43572352	3ss	18
43572475	5ss	31
43572991	3ss	31
43573056	5ss	16
4357418	5ss	19
4357512	3ss	19
4357582	5ss	23
43578291	3ss	16
43578460	5ss	15
4357896	3ss	74
4358080	3ss	23
43581397	3ss	15
43581597	5ss	10
4358169	5ss	10
43587420	3ss	26
43587561	5ss	68
43590044	3ss	10
43590488	3ss	68
43590637	5ss	89
43590941	3ss	89
43591100	5ss	53
4359160	3ss	10
43591946	3ss	53
43592042	5ss	56
43595244	5ss	45
43595474	3ss	56
43595527	5ss	44
43597870	5ss	55
43599928	3ss	44
43599985	5ss	63
43600719	3ss	45
43600799	5ss	63
43601197	3ss	63
43601294	5ss	67
43603041	3ss	67
43603152	5ss	37
43603356	3ss	37
43603396	5ss	32
43603418	5ss	52
43603614	3ss	52
43603658	5ss	56
43604118	3ss	56
43604383	5ss	105
43607084	3ss	63
43607212	5ss	80
43607758	3ss	105
43609245	3ss	32
43609448	5ss	65
43610470	3ss	80
43610584	5ss	129
43610968	5ss	12
43613010	3ss	65
43613239	5ss	60
43615773	3ss	129
43615937	5ss	124
43615950	3ss	60
43616167	5ss	66
43616432	3ss	12
43616491	5ss	28
43618499	3ss	28
43619134	3ss	66
43619221	5ss	121
43623048	5ss	52
43623731	3ss	124
43623898	5ss	168
43624134	3ss	121
43624222	5ss	89
