D3_pos	ss	D3_reads
32626453	5ss	144
32626531	3ss	144
32626691	5ss	134
32627548	3ss	279
32627647	5ss	254
32627962	3ss	254
32628125	5ss	267
32628836	3ss	267
32628914	5ss	243
32631567	3ss	134
32631625	5ss	130
32631706	3ss	243
32631831	5ss	217
32632770	3ss	217
32632897	5ss	266
32635483	3ss	266
32635661	5ss	230
32636308	3ss	230
3263918	3ss	60
32639837	3ss	130
3263993	5ss	59
32641231	5ss	79
32645377	5ss	161
32645915	3ss	161
32646115	5ss	230
32646843	3ss	230
32647178	5ss	336
32650126	3ss	336
32650159	3ss	79
32650217	5ss	424
32650286	5ss	91
32652850	3ss	17
32652966	5ss	22
32653170	5ss	15
32653555	3ss	424
32653725	5ss	337
32654214	3ss	79
32654363	5ss	126
32655656	3ss	337
32655850	5ss	360
32655933	3ss	126
32656158	5ss	116
32657912	3ss	360
32658031	5ss	417
32658258	3ss	417
32658332	5ss	486
32658712	3ss	116
32658809	3ss	486
32658872	5ss	117
32658901	5ss	419
32659666	3ss	419
32659761	5ss	394
32659872	3ss	796
32660136	5ss	964
32660503	3ss	394
32660522	3ss	35
32660564	3ss	36
32660653	5ss	47
32661121	3ss	93
32661252	5ss	131
32661369	3ss	964
32661441	5ss	636
32661625	3ss	522
32661672	5ss	537
32663680	3ss	651
32663846	5ss	909
32664508	3ss	909
32664576	3ss	131
32664621	5ss	514
32664754	5ss	74
32664834	3ss	514
32665051	5ss	801
32666310	5ss	11
32666311	3ss	801
32666359	5ss	757
32666397	3ss	74
32666530	5ss	122
32667133	3ss	122
32667294	5ss	166
32667392	3ss	166
32667514	3ss	11
32667523	5ss	139
32667700	5ss	26
32667716	3ss	757
32668559	3ss	139
32668656	5ss	79
32669480	3ss	26
32669646	5ss	18
32669787	3ss	18
32670589	3ss	79
32670736	5ss	89
32671898	5ss	12
32672110	3ss	12
32672362	5ss	16
32672603	3ss	16
32672721	5ss	10
32672841	3ss	10
32673863	3ss	89
32673996	5ss	76
32676100	3ss	15
32676153	5ss	27
32677410	3ss	91
32677555	5ss	118
3267825	3ss	59
32678876	3ss	76
32679010	5ss	74
32679022	5ss	17
32681910	3ss	118
32682123	5ss	135
32688045	5ss	624
32688139	3ss	624
32688231	5ss	1570
32688262	3ss	91
32688350	5ss	12
32688449	5ss	96
32689577	3ss	108
32689635	3ss	1570
32689722	5ss	1712
32689891	5ss	130
32690011	3ss	1712
32690076	5ss	1890
32690133	3ss	130
32690232	5ss	123
32691471	3ss	27
32691610	5ss	11
32691772	3ss	1876
32691921	5ss	1896
32692004	3ss	1910
32692131	5ss	1821
32692593	3ss	123
32692807	5ss	117
32692971	3ss	117
32693179	5ss	113
32693505	3ss	113
32693851	5ss	120
32694100	3ss	1821
32694210	5ss	1935
32694328	3ss	1935
32694417	5ss	1539
32694463	3ss	120
32694682	5ss	97
32694736	3ss	1539
32694809	5ss	1491
32695236	3ss	97
32695369	5ss	85
32696082	3ss	85
32696219	5ss	72
32696528	3ss	1491
32696620	5ss	1624
32696716	3ss	1624
32698180	3ss	72
32698307	5ss	94
32698423	3ss	11
32698513	5ss	11
32698739	3ss	11
32698818	5ss	22
32698932	3ss	22
32699012	5ss	19
32701281	3ss	94
32701412	5ss	126
32702436	3ss	126
32702651	5ss	93
32703703	3ss	93
32703886	5ss	124
32704530	3ss	124
32704685	5ss	79
32705809	3ss	19
32705977	5ss	10
32706388	3ss	79
32706521	5ss	97
32706912	3ss	135
32707051	5ss	99
32707497	3ss	97
32707650	5ss	107
32709041	3ss	10
32709133	5ss	13
32709222	3ss	13
32710710	3ss	107
32710826	5ss	134
32711109	5ss	21
32711996	3ss	99
32712154	5ss	112
32712714	3ss	134
32712868	5ss	50
32713655	3ss	50
32713781	5ss	92
32715108	3ss	92
32715218	5ss	109
32716492	3ss	109
32716625	5ss	98
32717223	5ss	29
32718607	3ss	98
32718734	5ss	90
32720259	3ss	112
32721419	3ss	21
32721522	5ss	17
32721976	3ss	17
32722084	5ss	10
32723885	3ss	10
32723971	5ss	19
32724614	3ss	90
32725176	5ss	98
32726780	3ss	98
32726955	5ss	90
32726974	5ss	200
32727862	3ss	90
32727958	5ss	97
32728109	3ss	97
32728303	5ss	137
3272882	3ss	1297
32729200	3ss	29
32729383	5ss	12
32729628	3ss	19
32730072	3ss	137
32730272	5ss	98
3273080	5ss	1849
32731542	5ss	10
32733047	3ss	98
32733326	5ss	70
32734805	3ss	70
32734894	3ss	12
32735061	5ss	134
32735281	3ss	10
32735388	5ss	11
32735401	5ss	10
32735593	3ss	134
32735701	5ss	127
32738000	3ss	127
32738221	5ss	107
32740057	3ss	107
32740837	5ss	109
32743321	3ss	109
32743464	5ss	97
32743884	3ss	97
32744013	5ss	93
32745149	3ss	11
32745360	3ss	200
32745407	5ss	11
32745454	5ss	190
32746303	3ss	190
32746464	5ss	201
32747504	3ss	11
32747686	5ss	15
32749683	3ss	15
32749769	5ss	26
32749955	3ss	93
32750086	5ss	108
32750162	3ss	201
32750312	5ss	224
32750531	3ss	108
32750695	5ss	123
32751431	3ss	10
32751520	5ss	11
32752314	3ss	26
32752573	5ss	23
32752981	3ss	23
32753170	5ss	10
32753812	3ss	10
32754212	3ss	11
32754357	5ss	10
32754718	3ss	123
32754719	3ss	224
32754861	5ss	177
32754891	5ss	98
32755095	3ss	10
32755251	5ss	11
32756422	3ss	98
32756618	5ss	122
32757717	3ss	177
32757803	5ss	212
32757819	5ss	389
32758646	3ss	212
32758729	5ss	260
32758828	5ss	11
32759113	3ss	11
32759285	5ss	13
32760397	3ss	13
32760557	5ss	22
32760891	3ss	11
32761029	5ss	12
32761606	3ss	260
32761683	3ss	22
32761723	5ss	180
32763710	3ss	12
32763768	5ss	20
32764071	3ss	20
32764217	5ss	11
32766942	3ss	180
32767091	5ss	177
32768222	3ss	389
32768308	3ss	122
32768334	5ss	838
32768434	5ss	13
32768608	5ss	101
32769160	3ss	177
32769362	5ss	194
32770710	3ss	101
32770927	5ss	149
3277251	3ss	1849
32772632	3ss	11
32772917	3ss	149
32773081	5ss	125
3277412	5ss	1928
32774380	3ss	125
32774548	5ss	142
32774915	3ss	194
32775036	5ss	143
32776078	3ss	13
32776177	5ss	15
32776292	3ss	143
32776468	5ss	217
32776493	3ss	15
32776664	5ss	25
3277763	3ss	1928
32778002	5ss	22
32778588	3ss	22
327786	5ss	37
32778713	5ss	10
32778902	3ss	206
32778905	3ss	11
32778982	5ss	183
32782266	3ss	838
32782383	5ss	859
32782990	3ss	25
32783246	5ss	10
32783722	3ss	10
32783868	5ss	11
32785003	3ss	11
32785171	5ss	13
32786429	3ss	13
32786483	3ss	10
32786519	5ss	15
32790080	3ss	859
32790154	5ss	828
32791729	5ss	12
32792540	3ss	828
32792678	5ss	578
32792886	3ss	15
32792968	5ss	11
32793137	3ss	578
32793210	3ss	12
32793278	5ss	622
32794669	3ss	607
32794761	5ss	550
32796179	3ss	565
32796287	5ss	625
32796369	3ss	625
32796509	5ss	912
32797075	3ss	912
32797183	5ss	928
32797277	3ss	928
32797407	5ss	811
32797691	3ss	811
32797843	5ss	788
32798302	3ss	788
32798350	5ss	560
32798372	3ss	11
32798522	5ss	12
32798618	3ss	560
32799070	3ss	12
32799173	5ss	10
32799926	3ss	10
32800223	3ss	142
32800433	5ss	107
32800950	3ss	183
32801063	5ss	208
328022	3ss	11
32802791	5ss	21
32804225	3ss	208
32804355	5ss	241
32805316	3ss	21
32805437	5ss	10
32805947	3ss	241
32805982	5ss	285
32806174	3ss	285
32806301	5ss	226
32808711	3ss	10
32808898	5ss	20
32810215	3ss	20
32810309	5ss	26
32811379	3ss	226
32811454	5ss	175
32811516	3ss	26
32812123	5ss	14
32813389	3ss	14
32813486	5ss	25
32813848	3ss	25
32814018	5ss	13
32814949	3ss	175
328171	5ss	12
32818179	3ss	13
32818319	5ss	10
32818982	3ss	107
32819127	5ss	85
32820101	3ss	85
32820211	5ss	61
32821460	3ss	10
32821639	5ss	17
32822818	3ss	61
32822848	5ss	10
32823035	5ss	106
32823116	3ss	10
32823257	5ss	17
32823663	3ss	17
32824806	3ss	106
32824967	5ss	94
32825226	3ss	17
32826089	5ss	12
32828073	3ss	94
32828150	5ss	136
32828361	3ss	12
32828531	5ss	14
32832399	5ss	236
32832522	3ss	136
32832710	5ss	107
32835753	3ss	14
32835953	5ss	21
32836451	3ss	21
32836515	3ss	107
32836612	5ss	13
32836649	5ss	117
32836689	5ss	10
32838151	3ss	10
32838244	5ss	16
32839587	3ss	13
32839753	5ss	24
32841307	3ss	24
32842792	3ss	117
32843735	3ss	16
32845863	5ss	40
32847522	3ss	40
32847639	5ss	44
32849128	5ss	14
32850601	3ss	14
32851410	3ss	44
32851524	5ss	57
32852178	5ss	10
32853447	5ss	63
32854349	3ss	236
32854496	5ss	234
32855590	3ss	63
32855767	5ss	79
32858204	3ss	10
32858367	5ss	11
32858943	3ss	79
32859072	5ss	82
32860301	3ss	234
32860347	5ss	211
32860424	5ss	284
32860428	3ss	11
32861087	3ss	211
32861158	5ss	209
32863863	3ss	209
32863880	5ss	11
32863949	5ss	213
32865337	3ss	82
32865477	5ss	94
32866143	3ss	213
32866305	5ss	286
32868505	3ss	11
32870355	5ss	41
32870974	3ss	41
32871111	5ss	129
32871196	5ss	88
32871385	5ss	30
32871577	3ss	286
32871697	5ss	214
32873373	3ss	57
32873507	5ss	53
32873598	3ss	214
32873623	3ss	53
32873729	5ss	180
32874968	3ss	142
32875120	3ss	17
32875198	3ss	94
32875262	5ss	415
32875300	5ss	52
32875361	3ss	180
32875567	5ss	314
32879884	3ss	415
32880111	5ss	416
32881055	3ss	416
32881196	5ss	315
32883732	3ss	315
32883815	5ss	324
32883948	3ss	314
32884068	5ss	275
32884290	3ss	275
32884445	5ss	215
32884788	3ss	215
32884877	5ss	279
32885940	3ss	88
32886649	3ss	279
32886741	5ss	256
32887073	3ss	324
32887168	5ss	402
32889092	3ss	402
32889268	5ss	257
32889370	3ss	52
32889534	5ss	84
32889804	5ss	37
32890039	3ss	256
32890095	5ss	231
32890559	3ss	37
32890664	5ss	61
32890799	3ss	56
32890876	5ss	41
32891198	3ss	88
32891230	5ss	95
32891480	3ss	257
32891517	5ss	344
32891702	3ss	84
32891835	5ss	79
32892998	3ss	223
32893174	5ss	216
32893214	3ss	61
32893343	3ss	216
32893452	5ss	201
32893462	5ss	43
32894131	3ss	344
32895523	3ss	201
32895682	5ss	235
32896288	3ss	235
32896815	5ss	57
32897208	5ss	10
32897339	3ss	79
32897451	5ss	81
32899123	3ss	67
32899213	3ss	43
32899262	5ss	75
32899321	5ss	55
32900238	3ss	55
32900287	5ss	53
32900379	3ss	53
32900419	5ss	50
32900636	3ss	50
32900750	5ss	41
32902145	3ss	75
32902278	5ss	65
32903580	3ss	41
32903629	5ss	46
32903923	3ss	81
32903989	5ss	85
32905056	3ss	46
32905167	5ss	66
32906409	3ss	66
32907524	5ss	32
32908541	5ss	36
32910402	3ss	32
32912309	3ss	36
32912379	5ss	68
32915310	3ss	284
32915333	5ss	38
32915477	5ss	555
32915693	3ss	68
32915789	5ss	77
32916374	3ss	77
32916627	5ss	161
32917281	3ss	161
32917444	5ss	142
32917688	3ss	142
32917834	5ss	168
32918695	3ss	38
32918790	5ss	47
32920929	3ss	168
32920964	3ss	47
32921003	5ss	159
32921033	5ss	66
32921796	3ss	159
32921876	5ss	13
32921963	5ss	200
32923622	3ss	65
32923712	5ss	49
32925180	3ss	203
32925264	3ss	10
32925309	5ss	155
32926134	3ss	155
32926242	5ss	119
32927352	3ss	49
32927426	3ss	555
32927473	5ss	69
32927560	5ss	392
32927874	3ss	85
32927978	3ss	119
32927987	5ss	70
32928100	3ss	69
32928116	5ss	155
32928245	5ss	79
32928458	3ss	155
32928998	3ss	66
32929425	5ss	56
32930018	3ss	79
32930141	5ss	85
32930565	3ss	56
32930682	3ss	85
32930746	5ss	38
32930816	5ss	60
32931852	3ss	392
32931879	3ss	38
32932066	5ss	41
32936660	3ss	41
32936830	5ss	48
32937316	3ss	48
32937670	5ss	54
32942542	5ss	18
32942798	3ss	18
32944051	3ss	60
32944182	5ss	47
32944539	3ss	54
32944694	5ss	39
32945093	3ss	39
32945237	5ss	53
32945845	3ss	47
32945946	5ss	35
32948815	5ss	25
32949006	3ss	35
32949079	5ss	46
32949257	3ss	46
32949415	5ss	63
32949508	3ss	25
32949669	5ss	19
32950807	3ss	53
32950928	5ss	55
32951155	5ss	99
32953289	3ss	19
32953454	3ss	55
32953652	5ss	42
32953887	3ss	42
32954050	5ss	41
32954144	3ss	41
32954272	3ss	63
32954282	5ss	42
32954394	5ss	63
32954775	3ss	63
32954886	5ss	57
32955634	3ss	57
32955690	5ss	60
32956981	5ss	26
32957200	3ss	99
32957276	5ss	164
32958380	3ss	12
32958895	3ss	70
32958990	5ss	83
32959637	3ss	48
32959719	5ss	71
32961761	3ss	83
32961883	5ss	70
32968428	3ss	71
32968560	5ss	45
32968826	3ss	42
32969070	5ss	58
32971035	3ss	58
32971181	5ss	44
32971305	3ss	45
32971463	5ss	85
32972299	3ss	44
32972985	3ss	85
32975403	3ss	26
32975725	5ss	14
32976842	3ss	14
32976958	5ss	16
32977534	3ss	16
32977667	5ss	30
32979415	3ss	30
32979632	5ss	47
32981576	3ss	10
32981597	3ss	154
32981687	5ss	301
32983359	3ss	70
32983586	5ss	63
32987846	3ss	47
32987983	5ss	19
329893	3ss	37
32990592	3ss	19
32990689	5ss	29
32994943	3ss	29
32995095	5ss	40
32996457	3ss	301
32996598	5ss	269
32996794	3ss	40
32996889	5ss	40
32997406	5ss	123
32997880	3ss	40
33000321	3ss	269
33000445	5ss	225
330007	5ss	64
33001548	3ss	225
33001685	5ss	382
33002949	3ss	63
33003047	5ss	62
33007693	3ss	62
33007745	5ss	56
33012051	3ss	56
33012216	5ss	98
33012286	3ss	382
33012331	5ss	362
33014229	3ss	123
33014374	5ss	208
33014794	3ss	208
33014983	5ss	170
33015966	3ss	170
33016111	5ss	115
33019976	3ss	115
33020165	5ss	248
33025381	5ss	582
33026279	3ss	362
33026436	5ss	276
33026473	3ss	582
33026614	5ss	855
33026811	3ss	855
33026988	5ss	816
33027960	3ss	276
33028119	3ss	248
33028149	5ss	372
330282	3ss	54
33028264	5ss	190
33029883	3ss	816
33029987	5ss	690
33030013	3ss	372
33030108	5ss	345
33030438	3ss	690
33030665	5ss	904
33032154	5ss	1266
33033092	3ss	345
33033266	5ss	257
33034214	3ss	904
33034328	5ss	1150
33035775	3ss	190
33035961	5ss	219
33036091	3ss	98
33036103	3ss	1266
33036199	5ss	1692
33036288	5ss	73
33036572	3ss	1150
33036687	5ss	1101
33037013	3ss	1101
33037113	5ss	1115
33037216	3ss	257
33037285	5ss	335
33037571	3ss	73
33037682	5ss	94
33038683	3ss	1115
33038762	3ss	1692
33038831	5ss	1878
33039571	3ss	1878
33039688	5ss	2118
33039727	3ss	219
33039872	5ss	139
33040784	3ss	2118
33042288	3ss	139
33042451	5ss	139
33042524	3ss	94
33042624	5ss	81
33044787	3ss	139
33045195	3ss	335
33045279	5ss	313
33045883	3ss	81
33047595	5ss	10
330476	5ss	95
33049232	3ss	10
33049359	5ss	10
33049898	3ss	313
33050026	5ss	343
33050149	3ss	10
33057853	3ss	343
33057925	5ss	382
33059249	3ss	382
33059320	5ss	256
33059355	5ss	13
33060655	3ss	13
33065577	3ss	256
33065665	5ss	214
33067435	3ss	214
33067594	5ss	311
33068404	3ss	311
33068537	5ss	289
33068871	3ss	289
33069011	5ss	263
33072233	5ss	744
33072606	5ss	36
33073101	3ss	780
33073138	5ss	892
33075856	3ss	892
33075917	5ss	957
33076722	3ss	957
33076813	5ss	982
33077071	3ss	263
33077191	5ss	271
33077627	3ss	271
33077731	5ss	239
33077764	3ss	982
33077835	5ss	1132
33078159	3ss	1132
33078781	5ss	12
33079465	3ss	12
33080306	3ss	239
33080402	5ss	325
33080641	5ss	14
33083076	3ss	14
33083272	5ss	13
33087376	3ss	13
33090405	5ss	11
33092136	3ss	325
33092208	5ss	354
33094020	3ss	11
33095500	3ss	354
3310343	3ss	74
3310422	5ss	94
33104266	5ss	666
33107225	3ss	16
33107303	5ss	21
33114073	3ss	660
33114077	3ss	11
33114148	5ss	1241
33116923	5ss	397
33117515	3ss	397
33117656	3ss	11
33117662	5ss	513
33122432	3ss	1230
33122599	5ss	1008
33123028	3ss	513
33123173	5ss	652
33128385	3ss	1008
33133826	3ss	652
33133999	5ss	513
33134340	3ss	513
33134455	5ss	640
33134573	3ss	640
33134733	5ss	681
33134832	3ss	681
33134958	5ss	495
33135087	3ss	495
33135164	5ss	531
33138051	3ss	531
33138127	5ss	580
33138243	3ss	580
33138300	5ss	407
33138392	3ss	407
33138502	5ss	489
33145241	3ss	489
33156040	5ss	214
33160730	5ss	11
33161836	3ss	214
33161985	5ss	331
33165900	3ss	331
33166071	5ss	237
33171431	3ss	237
33171559	5ss	230
33172885	5ss	10
33173114	5ss	16
33173224	3ss	16
33173316	5ss	18
33173417	3ss	18
33173502	5ss	14
33173605	3ss	14
33173689	5ss	18
33173911	3ss	18
33173942	3ss	10
33173953	5ss	17
33174012	5ss	14
33174047	3ss	230
33174152	3ss	17
33174192	5ss	357
33174226	5ss	12
33174415	3ss	12
33175674	3ss	357
33175757	5ss	298
33176677	5ss	23
33177403	3ss	23
331775	5ss	73
33183580	5ss	12
33183887	3ss	298
33192463	5ss	12
33195250	3ss	12
33195314	5ss	13
3319778	5ss	54
33198108	5ss	216
33200091	3ss	12
33200298	5ss	13
33202658	3ss	13
33207790	5ss	51
33217090	3ss	13
33222891	3ss	11
33223017	5ss	38
33225941	3ss	38
33226144	5ss	24
33232376	3ss	24
33232462	5ss	28
33232571	3ss	28
33232668	5ss	35
33233291	3ss	35
33233388	3ss	51
33233417	5ss	50
33233558	5ss	74
33233663	3ss	74
33233718	5ss	90
33234253	3ss	90
33234376	5ss	58
33234765	5ss	326
33235274	3ss	58
33235387	5ss	59
33235481	3ss	59
33238042	5ss	94
33238466	3ss	94
332398	3ss	12
33239899	5ss	6702
33240364	3ss	11
33240405	3ss	6691
33240503	5ss	4356
33241901	3ss	50
33241981	5ss	16
33243574	3ss	4356
33243592	3ss	326
33243660	5ss	990
33243742	3ss	990
33243766	5ss	300
33243843	5ss	121
33243953	3ss	121
33244044	5ss	31
33244168	3ss	31
33245439	3ss	216
33245521	5ss	182
33245976	3ss	14
33246273	5ss	46
33247353	3ss	16
33247493	5ss	44
33249981	3ss	44
33250096	5ss	48
33252972	3ss	48
33253066	5ss	35
33253236	3ss	182
33253347	5ss	267
33254004	3ss	267
33254125	5ss	336
33255167	3ss	336
33257405	5ss	14
33257547	3ss	14
33257555	3ss	300
33257721	5ss	302
33258015	3ss	35
33258160	5ss	38
33261271	3ss	38
33261422	5ss	40
33262593	3ss	40
33262706	5ss	39
33263355	3ss	302
33263562	5ss	305
33265145	5ss	203
33266008	3ss	203
33266112	5ss	260
33266980	3ss	305
33267150	5ss	327
33267851	3ss	260
33267897	5ss	291
33268360	3ss	39
33268441	5ss	49
33269137	3ss	327
33269254	5ss	334
33270621	3ss	291
33270714	5ss	402
33270976	3ss	334
33270991	3ss	49
33271039	5ss	39
33271150	3ss	402
33271156	5ss	172
33271221	5ss	372
33272145	3ss	172
33272284	5ss	239
33273867	3ss	39
33274006	5ss	46
33275460	3ss	46
33275575	5ss	47
33276454	3ss	372
33276562	5ss	316
33278111	3ss	316
33278223	5ss	185
33279435	5ss	43
33280807	3ss	185
33281071	3ss	47
33281176	5ss	46
33282861	3ss	239
33282959	5ss	343
33283290	5ss	39
33283473	3ss	343
33283607	5ss	383
33284083	3ss	46
33284243	5ss	52
33289588	3ss	383
33290595	5ss	38
33290914	3ss	39
33291030	5ss	84
33291699	3ss	84
33292316	5ss	12
33292531	5ss	71
33293162	3ss	12
33293278	5ss	11
33293594	3ss	55
33293597	3ss	16
33293682	5ss	94
33294418	3ss	38
33295425	5ss	79
33295565	3ss	94
33295668	5ss	71
33296495	3ss	11
33296667	5ss	16
33297022	5ss	10
33297040	3ss	16
33297328	5ss	12
33297862	3ss	12
33301261	3ss	79
33301419	5ss	77
33303189	3ss	77
33303266	5ss	72
33303902	3ss	10
33303986	5ss	11
33306238	3ss	52
33306361	5ss	39
33307192	3ss	72
33307297	5ss	84
33307641	5ss	166
33307959	3ss	43
33309057	5ss	56
33309309	3ss	39
33309467	5ss	45
33310021	3ss	154
33310251	3ss	12
33310571	5ss	287
33311104	3ss	84
33311175	5ss	58
33312624	3ss	11
33312807	5ss	11
33313007	3ss	287
33313150	5ss	378
33313439	3ss	11
33313568	5ss	11
33313652	3ss	58
33313791	5ss	103
33315218	3ss	45
33315286	5ss	56
33316485	3ss	378
33316682	5ss	253
33316729	3ss	56
33316865	5ss	49
33317982	3ss	253
33318133	5ss	278
33318483	5ss	13
33318680	3ss	71
33318690	3ss	278
33318729	3ss	103
33318767	5ss	76
33318828	5ss	69
33318856	5ss	301
33318908	3ss	69
33318977	3ss	301
33319054	5ss	293
33319125	5ss	71
33319543	3ss	293
33319711	5ss	230
33320115	3ss	49
33320238	5ss	65
33321295	3ss	230
33321450	5ss	317
33321525	3ss	76
33323083	3ss	317
33323214	5ss	281
33323593	3ss	281
33323672	5ss	258
33324757	3ss	258
33324844	5ss	294
33325238	3ss	294
33325315	5ss	224
33325623	3ss	224
33325746	5ss	221
33326326	3ss	221
33326468	5ss	284
33326801	3ss	284
33326875	5ss	332
33327470	3ss	65
33327674	5ss	37
33328276	3ss	332
33328422	5ss	328
33328579	3ss	71
33328676	5ss	80
33328928	3ss	328
33329123	5ss	367
33329687	3ss	367
33329808	5ss	265
33329980	3ss	37
33330094	5ss	41
33331155	3ss	13
33331292	3ss	265
33332225	3ss	41
33332357	5ss	46
33332470	3ss	80
33332500	5ss	71
33332672	3ss	46
33332791	5ss	67
33333766	3ss	67
33333828	5ss	60
33334713	3ss	60
33334858	5ss	48
33335649	3ss	46
33335818	5ss	24
33338508	3ss	71
33338587	5ss	84
33338627	3ss	48
33338726	5ss	15
33338732	5ss	55
33340697	5ss	12
3334205	5ss	26
33342739	5ss	108
33342744	3ss	84
33342852	5ss	98
33344067	3ss	98
33344186	5ss	67
33344259	3ss	70
33344698	5ss	54
33344792	3ss	54
33344899	5ss	53
33345896	3ss	108
33345945	5ss	159
33346038	3ss	159
33346147	5ss	188
33346252	3ss	188
33346316	5ss	197
33346506	3ss	197
33346657	5ss	260
33346867	3ss	12
33347029	5ss	12
33347036	3ss	67
33347115	5ss	53
33347327	3ss	53
33347462	5ss	23
33347661	3ss	17
33347664	3ss	10
33347803	3ss	260
33347857	5ss	249
33349155	3ss	23
33350056	3ss	56
33350179	5ss	51
3335059	3ss	26
33351558	3ss	26
33351788	5ss	40
3335239	5ss	22
33352644	3ss	40
33352717	5ss	26
33353060	3ss	249
33353134	5ss	290
33354084	3ss	26
33354143	3ss	290
33354185	5ss	49
33354259	5ss	390
33354750	3ss	390
33354815	5ss	319
33354849	3ss	49
33354890	5ss	52
33355839	3ss	12
33355950	3ss	319
3335681	3ss	22
3335754	5ss	44
33358621	3ss	51
33358740	5ss	83
33359860	3ss	24
33360027	5ss	24
3336023	3ss	44
33360303	3ss	83
33360389	5ss	90
33360896	3ss	90
33361080	5ss	75
3336149	5ss	37
33362489	5ss	11
33362514	3ss	75
33362673	5ss	69
33363109	3ss	69
33363232	5ss	55
33364008	3ss	52
33364106	5ss	41
33364706	3ss	41
33364772	5ss	27
33365943	5ss	12
33366065	3ss	12
33366164	5ss	118
33366627	3ss	27
33366772	5ss	44
33367513	3ss	44
33367617	5ss	53
33368081	3ss	11
33368261	5ss	12
33368839	3ss	55
33368960	5ss	38
33369175	3ss	38
33369299	5ss	61
33369398	3ss	61
33369559	5ss	23
33369904	3ss	53
33370068	3ss	23
33370364	5ss	76
33370693	3ss	76
33370833	5ss	77
33370839	3ss	12
33371091	3ss	118
33371144	5ss	141
33371262	3ss	141
33371312	5ss	82
33371506	3ss	82
33373154	3ss	77
33373389	5ss	66
33373684	3ss	66
33373811	5ss	69
33374638	3ss	69
33376053	3ss	11
33380199	5ss	18
33380285	3ss	18
33380366	5ss	55
33380475	3ss	55
33380585	5ss	10
33384193	3ss	10
3338454	3ss	37
333854	3ss	105
3338570	5ss	40
3339393	3ss	40
33397607	5ss	12
33406211	5ss	13
33407379	3ss	12
33411923	3ss	24
33412147	5ss	32
33413644	3ss	32
33413918	5ss	43
33414584	3ss	13
33414652	5ss	10
33414752	3ss	10
33415196	5ss	10
33415339	3ss	10
33415413	5ss	10
33416780	3ss	10
33419639	5ss	12
33420177	3ss	12
33420233	5ss	11
33423450	5ss	10
33425481	3ss	11
33427604	3ss	10
33441249	5ss	550
33442619	3ss	43
33442721	5ss	32
33445430	3ss	550
33445510	5ss	410
3344664	3ss	54
33447147	3ss	32
33447218	5ss	17
3344780	5ss	11
33448647	3ss	410
33448837	5ss	470
33453394	3ss	470
33453517	5ss	354
33455050	3ss	354
33455171	5ss	366
33455692	3ss	366
33455809	5ss	421
33456107	3ss	421
33456171	5ss	453
33456254	3ss	453
33456332	5ss	378
33457362	3ss	378
33457508	5ss	512
33458671	3ss	512
33458769	5ss	493
33459800	3ss	493
33459966	5ss	562
33461007	3ss	562
33461169	5ss	431
33461263	3ss	431
33461400	5ss	425
33461772	3ss	425
33461849	5ss	388
33462011	3ss	388
33462111	5ss	425
33462204	3ss	425
33462308	5ss	434
33463252	5ss	10
33463858	3ss	434
33463930	5ss	471
33464090	3ss	10
33464468	5ss	12
33464626	5ss	240
33464966	3ss	12
33465118	5ss	38
33466976	3ss	471
33467090	5ss	437
33467337	3ss	38
33467665	3ss	437
33468729	3ss	17
33468851	5ss	36
33470597	3ss	240
33470792	5ss	233
33477744	3ss	36
33477911	5ss	37
33482351	3ss	11
33482510	3ss	26
33487888	5ss	12
33488361	3ss	12
33488459	5ss	25
33498723	3ss	25
33498848	5ss	29
33500032	3ss	29
33500157	5ss	37
33500868	3ss	37
33500899	3ss	222
33500990	5ss	203
33501196	3ss	203
33501299	5ss	230
33501556	3ss	230
33501628	5ss	223
33501899	3ss	223
33501974	5ss	201
33502126	3ss	201
33502240	5ss	259
33505225	5ss	39
33507238	3ss	259
33507375	5ss	213
33508342	3ss	213
33508512	5ss	342
33508809	3ss	342
33508942	5ss	290
33509133	3ss	290
33509265	5ss	290
33509347	3ss	290
33509403	5ss	304
33509589	3ss	304
33509669	5ss	305
33509766	3ss	43
33509795	5ss	24
33511126	3ss	297
33511234	5ss	238
33513501	3ss	238
33513569	5ss	162
33513908	3ss	162
33514084	5ss	302
33514680	3ss	302
33514754	5ss	337
33514890	3ss	337
33518227	3ss	39
33518349	5ss	49
33525518	3ss	49
33525640	5ss	32
33526589	3ss	32
33526711	5ss	33
33534501	3ss	33
33534623	5ss	21
33540211	3ss	21
33540336	5ss	32
33552870	5ss	37
33554859	3ss	37
33555058	5ss	70
3355643	5ss	29
33557373	3ss	70
33557563	5ss	76
33558798	3ss	76
33567905	3ss	32
33568030	5ss	27
33572172	5ss	17
33572434	3ss	27
33572577	5ss	29
33579040	3ss	17
33579174	5ss	25
33580086	5ss	26
33581686	3ss	25
33581771	5ss	24
3358313	3ss	29
33584265	3ss	24
33584425	5ss	44
33585078	3ss	44
33585175	5ss	54
33585664	3ss	29
33585846	5ss	31
33586496	3ss	31
33586582	5ss	24
33586668	3ss	54
33586726	5ss	58
33587113	3ss	58
33587352	5ss	38
3358836	5ss	18
33588457	3ss	24
33588661	3ss	38
33588808	5ss	19
33589423	5ss	25
33589468	5ss	44
33590400	3ss	25
33590570	5ss	14
33592401	3ss	19
33592480	5ss	52
33597601	3ss	52
33597805	5ss	37
33600623	3ss	37
33600922	5ss	21
