A2_pos	ss	A2_reads
222805507	3ss	102
222805668	5ss	94
222806446	3ss	94
222806591	5ss	64
22281065	3ss	11
222817928	5ss	48
222818896	3ss	112
222823722	5ss	146
222823976	3ss	146
222824053	5ss	95
222824135	3ss	95
222824245	5ss	97
222825319	3ss	97
222825390	5ss	134
222825570	3ss	134
222825674	5ss	138
222826350	3ss	138
222826472	5ss	186
222826570	3ss	186
222826681	5ss	136
222827585	3ss	136
222827640	5ss	162
222827731	3ss	162
222827821	5ss	219
222827997	3ss	219
222828135	5ss	372
222832064	3ss	372
222832165	5ss	289
222832795	3ss	289
222832855	5ss	91
222832964	3ss	91
222832999	5ss	100
222833076	3ss	100
222833143	5ss	70
222833248	3ss	70
222833348	5ss	53
222833519	3ss	53
222833656	5ss	158
222835398	3ss	158
222835466	5ss	206
222835595	3ss	206
222835674	5ss	229
222837340	3ss	229
222837490	5ss	153
22283844	5ss	12
222838651	3ss	153
22284492	3ss	12
22284947	3ss	52
22285071	5ss	76
222886284	5ss	99
222889026	3ss	99
222889142	5ss	52
222892267	3ss	52
222892373	5ss	129
222892605	3ss	129
222892701	5ss	129
222895761	3ss	129
222895856	5ss	128
222897434	3ss	128
222897506	5ss	162
222898792	3ss	162
222898897	5ss	103
222900510	3ss	103
222900599	5ss	124
222902085	3ss	124
222902170	5ss	208
222902962	3ss	208
222903043	5ss	266
222903369	3ss	266
222903519	5ss	408
222904699	3ss	408
222904858	5ss	193
222905970	3ss	193
22291519	3ss	76
22291697	5ss	64
22294535	5ss	14
22295208	3ss	64
22296115	3ss	14
2229784	3ss	46
222988513	5ss	12
22298971	5ss	16
222997226	3ss	12
222997287	5ss	39
223000770	3ss	20
223000943	5ss	39
223008461	3ss	58
223008557	5ss	79
223010338	3ss	79
22308858	5ss	57
223116674	5ss	32
22314252	3ss	57
22314325	5ss	97
223156422	3ss	32
223156451	5ss	28
223163967	3ss	28
223164090	5ss	10
22316477	3ss	97
223164862	3ss	10
223164989	5ss	16
22316527	5ss	144
223165355	3ss	16
223168324	5ss	14
223175727	3ss	14
22319469	3ss	144
22319546	5ss	208
22320246	3ss	208
22320361	5ss	145
22320749	3ss	145
22320831	5ss	53
22324941	3ss	53
22325048	5ss	86
22325400	3ss	86
22325449	5ss	100
22326410	3ss	100
22326529	5ss	86
22327922	3ss	86
22328007	5ss	119
22328316	3ss	119
22328360	5ss	109
22328436	3ss	109
22328527	5ss	108
22330147	3ss	108
22330267	5ss	104
22332467	3ss	16
22332664	5ss	17
22333013	3ss	17
22334171	3ss	104
22334252	5ss	127
22335675	3ss	127
22335734	5ss	132
22335824	3ss	132
22335981	5ss	105
22336526	3ss	105
22336587	5ss	100
22337082	3ss	100
22337599	5ss	69
22339831	3ss	69
22339908	5ss	135
22343381	3ss	135
22343506	5ss	135
2234417	3ss	126
22344965	3ss	135
2234542	5ss	164
2234724	3ss	164
2234839	5ss	89
22352136	5ss	14
2235279	3ss	89
2235541	5ss	70
2235547	5ss	30
22356773	3ss	14
2235732	3ss	100
223597	3ss	169
2236024	5ss	127
223683	5ss	159
22368744	5ss	21
2236900	5ss	151
22370806	3ss	21
22370945	5ss	39
223725976	5ss	1040
2237459	3ss	127
223752548	3ss	965
223752606	5ss	1156
223765392	3ss	315
223765498	5ss	490
2237689	5ss	68
223773451	3ss	1406
223773868	5ss	895
223781037	3ss	895
223781214	5ss	627
223782764	3ss	627
223782873	5ss	995
223783782	3ss	995
223783920	5ss	1116
223785998	3ss	1116
223786148	5ss	1652
223787426	3ss	1652
223787549	5ss	1427
223787796	3ss	1427
223787867	5ss	840
223789174	3ss	840
223789313	5ss	1011
223791735	3ss	1011
223791907	5ss	1807
223791960	5ss	16
22379235	5ss	259
223793580	3ss	1823
223793654	5ss	2136
223795339	3ss	2136
223795530	5ss	877
223797884	3ss	877
223797998	5ss	425
223799248	3ss	425
223799405	5ss	942
22380004	3ss	39
22380081	5ss	28
2238016	3ss	68
22380168	3ss	28
22380262	5ss	16
223806215	3ss	942
22384905	3ss	16
22386090	5ss	13
22389738	3ss	13
22389819	5ss	25
223900579	5ss	72
22390434	3ss	25
22390531	5ss	12
223905464	3ss	72
223905533	5ss	76
223931802	3ss	76
223931920	5ss	35
223933008	3ss	35
223933141	5ss	51
223934699	3ss	51
223934867	5ss	86
223936741	3ss	86
223936824	5ss	38
223938592	3ss	38
223938677	5ss	49
223939699	3ss	49
223939773	5ss	71
223940498	3ss	71
223940658	5ss	87
223943182	3ss	87
223943351	5ss	33
223945071	3ss	33
223947183	5ss	58
223949283	3ss	58
223949319	5ss	60
223949888	3ss	60
223949953	5ss	49
223951852	3ss	49
223951909	5ss	40
223954069	3ss	40
223954133	5ss	42
223957543	3ss	42
223957611	5ss	33
223958149	3ss	33
223958227	5ss	21
223959511	3ss	21
223959627	5ss	39
223959883	3ss	39
223959941	5ss	53
223962536	3ss	53
22396982	3ss	12
22397011	5ss	14
22398128	3ss	14
22400587	3ss	14
22400712	5ss	17
22404922	3ss	262
22405076	5ss	1181
22408215	3ss	1181
22408287	5ss	1169
2241039	5ss	30
22412932	3ss	1169
22413041	5ss	1858
22413162	3ss	1858
22413359	5ss	1414
22414421	5ss	12
22415642	3ss	12
22415705	5ss	28
22417921	3ss	1414
22418848	3ss	28
22418886	5ss	27
22419378	3ss	27
22419444	5ss	10
22421500	3ss	10
22422867	5ss	45
22423339	3ss	45
22423385	5ss	77
22423858	3ss	77
22423997	5ss	66
22424174	3ss	66
22424226	5ss	73
22424335	3ss	73
22424381	5ss	85
22424574	3ss	85
22424688	5ss	109
22426661	3ss	109
22426786	5ss	108
22428423	3ss	108
22428734	5ss	101
22429231	3ss	101
22429334	5ss	62
22429853	3ss	62
22429959	5ss	88
224302098	5ss	121
224318174	3ss	121
224318283	5ss	126
224321776	3ss	126
22432180	3ss	88
224321914	5ss	152
2243381	3ss	151
224340844	3ss	152
224341039	5ss	188
224345054	3ss	188
2243543	5ss	333
224371120	5ss	63
224377279	3ss	63
224378021	5ss	92
224380034	3ss	92
2244543	3ss	333
2244614	5ss	184
22446887	5ss	32
22447109	3ss	32
22447254	5ss	63
2244732	3ss	184
224475	3ss	159
22447731	5ss	40
2244778	5ss	187
22449064	3ss	63
22449181	5ss	58
22451063	3ss	40
22451246	3ss	58
2245445	3ss	187
224544695	5ss	161
224548197	3ss	161
224548265	5ss	194
224553581	3ss	194
224553693	5ss	417
2245554	5ss	249
224558985	3ss	405
224559125	5ss	460
224563497	3ss	472
22462355	5ss	127
22463249	3ss	127
22463344	5ss	237
22463598	3ss	237
224636	5ss	382
22463689	5ss	183
22464120	3ss	183
22464211	5ss	183
22464423	3ss	183
22464537	5ss	301
22464709	3ss	301
22464838	5ss	555
22465482	3ss	555
22465578	5ss	261
2246752	3ss	249
2246801	5ss	205
2246839	3ss	30
2246881	3ss	205
2246914	5ss	41
2247021	5ss	152
22470530	3ss	261
22470649	5ss	289
22471605	3ss	289
22471827	5ss	158
22471903	3ss	158
22472016	5ss	244
22472351	3ss	244
22472514	5ss	217
22472938	3ss	217
22473109	5ss	580
22473195	3ss	580
22473425	5ss	205
22473525	3ss	205
22473761	5ss	407
22474933	3ss	407
22475077	5ss	240
22475209	3ss	240
22475291	5ss	194
22475862	3ss	194
2247593	3ss	152
22476008	5ss	224
22476130	3ss	224
22476241	5ss	295
22476340	3ss	295
22476528	5ss	202
2247661	5ss	207
22476663	3ss	202
22476868	5ss	313
22477151	3ss	313
2247766	3ss	207
22478609	5ss	57
22480344	3ss	57
224822368	5ss	124
224824251	3ss	124
224824719	5ss	140
224828473	3ss	140
224828651	5ss	348
224831580	3ss	348
225117537	5ss	39
225140372	3ss	39
225140481	5ss	108
225142661	3ss	108
225142800	5ss	139
225147855	3ss	122
225148004	5ss	148
225152181	3ss	165
225152311	5ss	79
225155133	3ss	79
225155216	5ss	11
225155285	5ss	116
225155382	3ss	12
225156461	3ss	115
225156576	5ss	104
225157336	3ss	13
225161793	3ss	91
225161855	5ss	79
225190485	3ss	30
225190629	5ss	29
225195115	3ss	78
225195246	5ss	10
225211317	3ss	10
225226525	5ss	20
225230537	3ss	20
225267250	5ss	10
225268081	3ss	10
225284941	5ss	14
225305386	3ss	14
225305490	5ss	12
225305583	3ss	12
225355730	5ss	11
225372993	3ss	11
225440119	5ss	15
225445662	3ss	15
225451963	5ss	11
225452884	3ss	11
225453071	5ss	10
225454343	3ss	10
225534	3ss	382
2256215	5ss	255
2256359	3ss	224
2256362	3ss	31
2256410	5ss	256
2256498	3ss	256
2256660	5ss	151
225677	5ss	292
2257036	3ss	151
2257111	5ss	124
2257194	3ss	124
2257346	5ss	208
2258211	3ss	208
2258335	5ss	141
2258451	3ss	141
2258614	5ss	172
2258760	3ss	172
225934	3ss	28
225965714	5ss	586
225971002	3ss	586
225971070	5ss	683
225974564	3ss	76
225974687	5ss	209
225975673	3ss	73
225976843	5ss	11
225976942	3ss	707
225976961	3ss	47
225997871	5ss	35
225998	3ss	292
225998317	5ss	11
226016426	3ss	46
226016613	5ss	78
226019480	3ss	78
226019660	5ss	173
226026355	3ss	173
226026582	5ss	125
226026918	3ss	125
226027047	5ss	59
226027530	3ss	59
226027738	5ss	128
226030067	3ss	128
226030175	5ss	135
22603049	5ss	11
226032199	3ss	135
226032324	5ss	81
226032847	3ss	81
22604585	3ss	11
22604771	5ss	11
22605485	5ss	468
226068	5ss	100
22606813	3ss	468
22606924	5ss	226
22607034	3ss	226
22607097	5ss	194
22607201	3ss	194
22607235	5ss	210
22607582	3ss	210
22607642	5ss	191
22607735	3ss	191
22607791	5ss	209
22607888	3ss	209
22607947	5ss	218
22608868	3ss	218
22610625	5ss	141
22611394	3ss	11
22614657	5ss	10
22615005	5ss	11
22615360	3ss	162
22615490	5ss	286
22615819	3ss	286
22615915	5ss	186
226162	5ss	190
22616524	3ss	186
22616579	5ss	105
22616671	3ss	105
22616721	5ss	140
22616879	3ss	140
22616987	5ss	345
22617063	3ss	345
22617108	5ss	230
22617529	3ss	230
22617627	5ss	222
22617977	3ss	222
22618057	5ss	156
22618142	3ss	156
226253510	5ss	38
226259052	3ss	38
2264931	3ss	41
22652576	5ss	91
22652972	5ss	23
2265564	5ss	51
22656514	3ss	23
22657469	3ss	10
22657589	3ss	81
22657662	5ss	169
22658308	3ss	169
22658479	5ss	114
22658732	5ss	26
22661155	3ss	97
22661198	3ss	17
2266132	3ss	51
22661386	5ss	133
22661471	3ss	133
2266199	5ss	52
2266283	3ss	52
22663184	5ss	22
22664101	3ss	22
22664248	5ss	46
2266428	5ss	31
22664424	3ss	26
22664561	5ss	26
22664591	3ss	46
22664766	5ss	33
2266759	3ss	31
2266893	5ss	32
22673254	3ss	33
2267353	3ss	32
2267477	5ss	28
2267890	3ss	28
2267957	5ss	11
2268191	3ss	11
2268351	5ss	48
2268509	3ss	48
2268635	5ss	61
22688445	5ss	27
22694696	5ss	83
22696396	3ss	27
22696560	5ss	208
22696703	3ss	26
22696820	5ss	13
2269743	5ss	1711
2270565	3ss	14
227059105	5ss	34
227063066	3ss	34
227063251	5ss	12
227069589	3ss	12
227069749	5ss	40
2270699	5ss	16
227071406	3ss	40
227071620	5ss	23
22707214	3ss	208
227073239	3ss	23
22707335	5ss	156
227073380	5ss	13
227075792	3ss	13
227075859	5ss	13
227076530	3ss	13
227076750	5ss	10
227077736	3ss	10
22707825	3ss	13
227079545	5ss	13
22707985	5ss	24
227081708	3ss	13
227081826	5ss	24
227083125	3ss	24
22710709	3ss	24
22710854	5ss	17
227128100	5ss	96
2271384	3ss	1711
227149078	3ss	96
227149263	5ss	81
227152701	3ss	81
2271529	5ss	2584
227153111	5ss	129
227153372	3ss	129
227153438	5ss	170
227165150	3ss	170
227165224	5ss	213
227169728	3ss	213
227169850	5ss	225
227170379	3ss	225
227170464	5ss	190
227170595	3ss	190
227170735	5ss	149
227171253	3ss	149
227171334	5ss	123
227171462	3ss	123
227171555	5ss	131
227171795	3ss	131
227171936	5ss	232
227172249	3ss	232
227172356	5ss	178
227172577	3ss	178
227172642	5ss	154
227172955	3ss	154
227173041	5ss	248
227174154	3ss	248
2271781	3ss	2584
2271953	5ss	1757
2272734	3ss	1757
22728101	5ss	21
22728164	3ss	21
2272819	5ss	3433
2272971	3ss	3433
22737604	3ss	83
2273771	5ss	44
22737831	5ss	41
2274556	3ss	63
22746183	3ss	17
22746333	5ss	11
2274709	5ss	42
22747838	3ss	156
22747979	5ss	91
22748919	3ss	41
22749715	5ss	42
22750460	3ss	42
22750583	5ss	70
2275484	3ss	42
2275548	5ss	43
2275637	3ss	43
2275782	5ss	46
22759251	3ss	91
22759314	5ss	109
2276247	3ss	46
2276375	5ss	49
2276625	3ss	49
2276807	5ss	36
227704343	5ss	16
22770666	3ss	109
22770807	5ss	195
227729320	3ss	16
227729842	5ss	55
227731902	3ss	55
227732034	5ss	27
227751425	5ss	37
227770215	3ss	37
227770307	5ss	14
227771509	3ss	27
227771597	5ss	40
227773538	3ss	40
227773594	5ss	38
22777392	3ss	195
22777499	5ss	101
227778924	3ss	38
227779067	5ss	38
22778497	5ss	46
22778520	5ss	194
22782594	3ss	11
22782781	5ss	28
227834245	3ss	14
227834371	5ss	38
2278373	3ss	44
227838657	3ss	22
227838777	5ss	37
227842037	3ss	53
2278524	5ss	62
227860147	3ss	38
2278786	3ss	36
22790793	3ss	28
22790889	5ss	13
2279169	5ss	66
227923200	5ss	14
227935393	3ss	14
227935934	5ss	111
2279431	3ss	66
227946696	3ss	111
227947186	5ss	215
227954660	3ss	215
227954784	5ss	175
2279555	5ss	50
2279571	3ss	62
22796697	3ss	194
2279676	5ss	72
227968228	3ss	175
22796956	5ss	114
2280027	3ss	50
2280109	5ss	54
2280253	3ss	54
2280362	5ss	33
22804428	3ss	13
22804601	5ss	21
2281151	3ss	33
22811948	3ss	114
22812088	5ss	197
2281247	5ss	38
22813997	3ss	197
22814139	5ss	143
22816373	3ss	46
22817138	5ss	75
22817893	3ss	75
22818026	5ss	57
228190143	5ss	226
228193394	3ss	201
228193505	5ss	287
228194322	3ss	21
228194499	5ss	21
228195342	3ss	287
228195562	5ss	628
228197135	3ss	653
228197304	5ss	524
22820344	3ss	70
228205008	3ss	524
228205096	5ss	427
228207461	3ss	63
228207535	5ss	50
228211942	3ss	244
228212100	5ss	236
2282172	3ss	72
228217230	3ss	244
228217289	5ss	249
228220393	3ss	411
228220477	5ss	287
228221702	3ss	287
2282330	3ss	38
2282365	5ss	30
22824206	3ss	143
22824289	5ss	120
2282457	3ss	30
2282497	5ss	25
2282577	5ss	44
2282610	5ss	31
22826434	3ss	120
22826594	5ss	158
228270466	5ss	464
228270551	5ss	22
2282726	3ss	25
2282757	3ss	44
22827985	3ss	57
22828177	5ss	61
228284779	3ss	486
228284963	5ss	1150
228285043	3ss	1150
228285153	5ss	2423
228285292	3ss	2423
228285416	5ss	2630
228285553	3ss	2630
22828792	3ss	61
22828934	5ss	92
2282909	5ss	66
228300	3ss	190
2283012	3ss	66
2283184	5ss	67
22832542	3ss	92
22832734	5ss	82
228328064	5ss	323
228328825	3ss	93
228328989	5ss	80
228333212	3ss	310
228333325	5ss	707
22833344	3ss	101
228333727	3ss	707
228333768	5ss	646
228334543	3ss	624
228334562	3ss	22
228334639	5ss	378
228335107	3ss	378
228335245	5ss	603
228335316	3ss	603
228335400	5ss	553
228336072	3ss	528
228336157	5ss	467
228336366	3ss	492
22833670	5ss	33
228337304	5ss	285
2283439	3ss	57
22834494	3ss	82
22834630	5ss	16
22835023	3ss	16
22835224	5ss	79
22835593	3ss	79
228356263	3ss	285
228356356	5ss	186
22835726	5ss	58
22835916	3ss	33
22835969	5ss	30
22836063	3ss	30
22836171	5ss	23
2283648	5ss	26
22837417	3ss	158
22837490	5ss	143
22837672	3ss	58
22837816	3ss	143
22837840	5ss	64
22838169	3ss	64
228384664	3ss	186
228384779	5ss	512
22838627	5ss	57
2283883	3ss	26
228388479	3ss	512
2283886	3ss	10
228388641	5ss	315
22838927	3ss	21
228389478	3ss	315
228389631	5ss	557
22839046	5ss	22
22839417	3ss	57
228395807	3ss	557
228395926	5ss	313
22839623	5ss	59
228398265	3ss	313
228398474	5ss	256
2283991	5ss	36
228399561	3ss	256
228399741	5ss	416
228401341	3ss	416
228401420	5ss	496
228401617	3ss	496
228401709	5ss	910
22840244	3ss	23
22840340	5ss	74
22840983	3ss	22
22841039	3ss	74
22841104	5ss	21
22841118	5ss	97
228416675	3ss	910
228416833	5ss	501
2284172	3ss	36
228418420	3ss	420
228418426	3ss	81
228418511	5ss	597
228419152	3ss	597
2284198	3ss	31
22842048	3ss	97
22842183	5ss	30
2284361	5ss	138
22843793	3ss	59
2284389	5ss	17
22843957	5ss	46
228448	5ss	362
22845762	3ss	30
2284584	3ss	17
22845876	5ss	15
22846554	3ss	46
22846768	5ss	61
22846863	3ss	15
2284782	5ss	84
22847989	3ss	61
22848151	5ss	51
22848331	5ss	31
2284860	3ss	84
22848870	3ss	51
22848875	3ss	31
22848956	5ss	47
22849121	5ss	29
22849612	3ss	21
2285002	5ss	67
22850711	3ss	47
2285082	3ss	67
22850907	3ss	29
22850937	5ss	47
2285144	5ss	32
2285217	3ss	32
22852695	3ss	47
22853849	5ss	26
22855027	3ss	26
22855295	5ss	31
22857618	5ss	12
22861737	3ss	31
22861935	5ss	46
22861938	3ss	12
22862139	5ss	33
22862885	3ss	33
22862935	3ss	46
22862988	5ss	51
22863473	3ss	51
22863658	5ss	25
22864241	3ss	25
22864369	5ss	23
22865259	5ss	30
22865506	3ss	30
22865624	5ss	22
22866716	3ss	23
22866800	5ss	35
22866896	3ss	35
22867016	5ss	31
22867458	3ss	31
228675579	5ss	276
22867636	5ss	32
228676661	3ss	276
228676753	5ss	473
228678703	5ss	1602
228680170	3ss	810
228680173	3ss	792
228680284	5ss	745
22868051	3ss	22
228680754	3ss	473
228680975	5ss	264
228681023	3ss	745
228681100	5ss	1278
228681584	3ss	264
228681778	3ss	1278
22868201	5ss	21
22868841	3ss	32
22868966	5ss	18
22869915	3ss	18
22870003	5ss	13
22872203	3ss	21
22872291	5ss	25
22872399	3ss	13
22872499	5ss	11
22873151	3ss	25
22873202	3ss	11
22873256	5ss	27
22874765	3ss	27
22881376	5ss	12
228871751	5ss	385
228873420	3ss	352
228873478	5ss	431
228879032	3ss	464
22892781	5ss	141
2289492	3ss	138
22896175	5ss	10
2289637	5ss	190
22896592	3ss	10
2290464	3ss	190
22906858	3ss	12
22906977	5ss	31
22910167	3ss	31
2292	3ss	97
22925777	3ss	141
22925899	5ss	105
22925976	3ss	105
22926065	5ss	85
22928129	3ss	85
22928206	5ss	122
22928409	3ss	122
22928510	5ss	129
22929714	3ss	129
22929895	5ss	192
22933561	3ss	192
22933657	5ss	108
22933748	3ss	108
22933876	5ss	86
22935860	3ss	86
22935964	5ss	144
22939175	3ss	144
22939266	5ss	91
229407117	5ss	142
22940728	3ss	91
22940845	5ss	81
229422233	3ss	142
229422313	5ss	413
229424476	3ss	413
229424590	5ss	325
229431595	3ss	325
229431657	5ss	370
229433229	3ss	355
229433267	3ss	15
229433383	5ss	427
229434724	3ss	427
229434819	5ss	314
229438609	3ss	314
229438736	5ss	278
229439553	3ss	278
22945040	3ss	81
22945162	5ss	125
22946961	3ss	125
22947086	5ss	83
22954210	3ss	83
22954376	5ss	110
22955133	3ss	110
22955280	5ss	70
22956438	3ss	70
22956591	5ss	94
22958186	3ss	94
22958342	5ss	169
22960793	3ss	169
22960889	5ss	177
22962255	3ss	177
22962331	5ss	173
22962440	3ss	173
22962548	5ss	113
22963755	3ss	113
22963874	5ss	182
22969163	3ss	182
22969362	5ss	116
229762103	5ss	50
229763368	3ss	50
229763506	5ss	34
229768016	3ss	34
229768192	5ss	43
229770664	3ss	43
229773994	5ss	26
229779280	3ss	26
229779440	5ss	66
229781606	3ss	66
229781716	5ss	91
229783257	3ss	91
229783499	5ss	32
229786982	3ss	32
229787069	5ss	49
22978808	5ss	10
229789996	3ss	49
229790135	5ss	63
229794847	3ss	63
22980091	3ss	116
22980178	5ss	77
22990057	3ss	77
22990200	5ss	109
22991132	3ss	109
22991222	5ss	105
22993025	3ss	105
22993155	5ss	181
22997797	3ss	181
22997869	5ss	190
22998424	3ss	190
22998518	5ss	135
22999339	3ss	135
22999577	5ss	132
23000096	3ss	132
23000243	5ss	103
23002876	3ss	103
230203153	5ss	184
230313964	3ss	184
230314057	5ss	167
230338883	3ss	167
230339036	5ss	229
230371760	3ss	229
230371858	5ss	201
230372099	3ss	201
230372166	5ss	177
230372406	3ss	177
230372471	5ss	191
230379052	3ss	191
230379173	5ss	203
230381809	3ss	203
230381896	5ss	173
230384930	3ss	173
230385017	5ss	263
230386203	3ss	263
230386306	5ss	165
230390964	3ss	165
230391090	5ss	122
230398319	3ss	122
230398411	5ss	146
230398668	3ss	146
230398751	5ss	349
230400987	3ss	349
230401113	5ss	352
230410191	3ss	352
230410310	5ss	414
230415049	3ss	414
23067238	5ss	64
23070572	3ss	64
23070660	5ss	146
23072295	3ss	146
23072667	5ss	97
23072830	3ss	97
23072984	5ss	117
23075328	3ss	117
23075439	5ss	70
230778424	5ss	91
23078630	3ss	70
23078816	5ss	99
230795210	3ss	91
230795371	5ss	113
230796504	3ss	113
230796569	5ss	151
23079765	3ss	99
230798887	3ss	151
230798967	5ss	206
230800230	3ss	206
230800333	5ss	256
230804422	3ss	256
230804530	5ss	167
230805102	3ss	167
230805281	5ss	73
230807262	3ss	73
230807386	5ss	120
230810744	3ss	120
230810870	5ss	68
230814659	3ss	68
230814798	5ss	76
230819320	3ss	76
230819381	5ss	75
230820831	3ss	75
230820982	5ss	135
230822681	3ss	135
230822878	5ss	85
230823817	3ss	85
230823889	5ss	93
230824166	3ss	93
230824308	5ss	119
230825760	3ss	119
230825899	5ss	166
230827130	3ss	166
230827310	5ss	84
230829038	3ss	84
230841065	5ss	20
230861467	3ss	20
230861639	5ss	17
230869	5ss	14
230875412	3ss	17
230979	3ss	14
230991	3ss	362
23104337	5ss	18
23104507	5ss	75
23106723	3ss	93
23106894	5ss	100
231115	5ss	179
231115025	5ss	22
231124066	3ss	22
231124185	5ss	22
231125856	3ss	22
231126009	5ss	24
23112760	3ss	100
23112945	5ss	102
231131506	3ss	24
231131730	5ss	33
231132867	3ss	33
231133013	5ss	31
231135884	3ss	31
23113973	3ss	102
23114106	5ss	216
23115546	3ss	216
23115594	5ss	214
23115843	3ss	214
23115962	5ss	57
23116245	3ss	57
23116343	5ss	105
23116579	3ss	105
23116639	5ss	110
23117657	3ss	110
23117836	5ss	80
23118051	3ss	80
231213782	5ss	10
231222520	3ss	10
231222682	5ss	37
231223679	3ss	37
231223847	5ss	51
231226329	3ss	51
231226412	5ss	38
231235623	3ss	38
231235682	5ss	91
231236313	3ss	91
231236366	5ss	87
231248225	3ss	87
231248290	5ss	64
231249939	3ss	64
231250019	5ss	36
231253274	3ss	36
231253348	5ss	30
231254634	3ss	30
231254738	5ss	36
231256802	3ss	36
231256944	5ss	23
231258129	3ss	23
231258176	5ss	12
231261472	3ss	12
231261513	5ss	10
231264842	3ss	10
231264957	5ss	16
231265670	3ss	16
231266522	5ss	29
231267513	3ss	29
231307814	5ss	18
231308893	3ss	18
231309061	5ss	20
231311534	3ss	20
231311617	5ss	35
231313803	3ss	35
231313865	5ss	28
231314276	3ss	28
231314425	5ss	20
231314887	3ss	20
231314970	5ss	18
231325977	3ss	18
231326129	5ss	13
231327150	3ss	13
231327233	5ss	26
231328782	3ss	26
231328865	5ss	24
231331016	3ss	24
231331069	5ss	10
231331835	3ss	10
231377202	5ss	246
231386707	3ss	224
231386710	3ss	10
231386889	5ss	313
231396253	3ss	325
231396429	5ss	531
231398469	3ss	531
231398598	5ss	530
231401039	3ss	530
231401166	5ss	154
231401458	3ss	154
231401533	5ss	131
231401760	3ss	131
231401911	5ss	298
231402023	3ss	298
231402153	5ss	359
231403426	3ss	359
231403649	5ss	403
231406504	3ss	403
231406746	5ss	229
231408058	3ss	229
231408137	5ss	271
231409668	3ss	271
231409808	5ss	220
231410967	3ss	220
231411066	5ss	382
231411151	3ss	382
231411244	5ss	608
231411881	3ss	608
231411942	5ss	674
231413245	3ss	674
23145670	5ss	117
23145765	5ss	51
23146019	3ss	117
23146146	5ss	233
23146529	3ss	233
23146666	5ss	69
23147379	3ss	69
231474350	5ss	59
231475515	3ss	59
231475614	5ss	53
23147982	5ss	114
231483543	3ss	53
231483671	5ss	88
231487050	3ss	88
231487317	5ss	73
231488356	3ss	73
23148874	3ss	114
23149046	5ss	75
23150816	3ss	75
23150886	5ss	87
23152282	3ss	87
23152377	5ss	155
23153480	3ss	155
231577945	5ss	90
231624674	3ss	90
231624830	5ss	185
23163396	3ss	51
23163498	5ss	47
23164307	3ss	47
23164400	5ss	49
23164667	3ss	49
23164791	5ss	112
23165380	3ss	62
231655587	3ss	185
231655751	5ss	216
231657928	3ss	216
231658046	5ss	104
231663444	3ss	104
231663612	5ss	154
231664572	5ss	199
231665001	3ss	199
231665105	5ss	207
231672959	3ss	207
231673073	5ss	149
231674978	3ss	154
231675037	5ss	132
231678227	3ss	149
231678357	5ss	178
231678764	3ss	132
231678829	5ss	264
231682469	3ss	264
231682612	5ss	701
231683231	3ss	701
231696874	3ss	178
231697001	5ss	259
231700274	3ss	259
231729860	5ss	223
231738132	3ss	166
231738272	5ss	238
231740335	3ss	295
231740523	5ss	668
231741572	3ss	668
231741682	5ss	298
231742115	3ss	298
231742265	5ss	384
231742723	3ss	384
23180388	3ss	50
23180563	5ss	45
23183470	3ss	45
23183644	5ss	105
23189685	5ss	10
231902376	5ss	48
231902914	5ss	117
231906011	3ss	165
231906124	5ss	301
231911574	3ss	10
231911597	3ss	291
23191370	3ss	10
23191686	3ss	105
23191828	5ss	61
231921755	5ss	455
231925981	3ss	455
231926024	5ss	593
231926962	3ss	593
231927035	5ss	820
231927220	3ss	820
231927389	5ss	453
231931620	3ss	453
231931825	5ss	200
231934739	3ss	200
231934882	5ss	323
231936903	3ss	323
231937129	5ss	708
231940225	3ss	708
231940285	5ss	984
231941748	3ss	984
231941876	5ss	557
231943373	3ss	557
231943461	5ss	834
231944250	3ss	834
231944328	5ss	427
231944855	3ss	427
231945028	5ss	322
231947597	3ss	322
231947708	5ss	696
231948281	3ss	696
231948477	5ss	398
231949733	3ss	398
231949828	5ss	324
231951831	3ss	324
231951895	5ss	541
232003450	3ss	541
232003564	5ss	602
232010954	3ss	602
232011070	5ss	319
232018278	3ss	319
232018380	5ss	379
232026054	3ss	379
232026223	5ss	814
232028349	3ss	814
232028441	5ss	990
232029914	3ss	977
232030000	5ss	1586
232030585	3ss	1599
232030731	5ss	1232
232035280	3ss	1232
232035435	5ss	348
232037249	3ss	348
23205317	3ss	61
23205557	5ss	30
232072965	5ss	11
23207455	3ss	30
23207656	5ss	91
232079544	3ss	11
232079714	5ss	14
232081351	3ss	14
232087533	5ss	14
23208976	5ss	10
232091487	3ss	14
232121333	5ss	10
232123704	3ss	10
23212567	3ss	91
23212664	5ss	74
232135785	5ss	14
23213634	3ss	74
232137668	3ss	14
232160966	5ss	18
23219377	3ss	10
23219539	5ss	15
232196505	3ss	18
232196609	5ss	20
232209687	3ss	20
23221825	5ss	110
23221965	3ss	15
23222073	5ss	12
23222907	3ss	12
23224689	3ss	110
23224917	5ss	118
23226671	3ss	118
23226765	5ss	127
2323397	5ss	180
23235458	3ss	127
23235534	5ss	107
23235973	5ss	235
23236299	3ss	107
23236385	5ss	106
23236457	3ss	235
23236618	5ss	452
23237068	5ss	10
23237167	3ss	452
23237380	5ss	558
23238937	3ss	10
23239000	3ss	558
23239077	3ss	106
23239143	5ss	386
23239161	5ss	29
23239402	3ss	386
23239487	5ss	477
23239670	3ss	477
