C2_pos	ss	C2_reads
38548345	3ss	33
38548459	5ss	14
38555076	3ss	351
38555215	5ss	344
38558007	3ss	344
38558075	5ss	343
38559350	3ss	343
38559446	5ss	245
38560796	3ss	245
38560896	5ss	186
385615	3ss	67
38563635	3ss	186
38563725	5ss	160
38564413	3ss	160
38564514	5ss	257
38565392	3ss	14
38567976	3ss	257
38568337	5ss	301
38569871	3ss	301
38569997	5ss	442
38570183	3ss	442
38570326	5ss	267
385707	5ss	75
38571896	3ss	46
38572533	3ss	267
38572625	5ss	120
38573739	5ss	91
38573741	3ss	120
38579361	3ss	91
38579491	5ss	83
38590602	3ss	83
38590790	5ss	66
38591574	3ss	78
38591692	3ss	66
38591748	5ss	51
38591866	5ss	168
38597177	3ss	168
38597280	5ss	123
38598219	5ss	77
38600336	5ss	19
38600867	3ss	123
38601024	5ss	142
38609237	3ss	19
38609394	5ss	45
38609830	3ss	77
38609896	5ss	66
38609946	3ss	142
38610180	3ss	45
38610314	5ss	12
38610427	3ss	66
38610522	5ss	115
38612701	3ss	12
38614442	3ss	51
38614610	5ss	105
38614927	5ss	235
38616964	3ss	105
38617010	5ss	111
38621138	3ss	115
38621412	5ss	107
38631824	3ss	107
38631938	3ss	111
38632075	5ss	112
38632096	5ss	120
38633213	3ss	112
38633350	5ss	115
38641623	3ss	120
38641724	5ss	86
38643194	3ss	12
38643215	3ss	86
38643431	3ss	13
38643480	3ss	115
38643607	5ss	82
38645261	5ss	130
38646222	3ss	274
38646337	5ss	377
38652893	3ss	82
38653011	5ss	115
38655119	3ss	115
38655546	5ss	74
38663666	5ss	496
38663936	3ss	496
38666082	5ss	102
38673159	3ss	74
38673380	5ss	76
38677040	3ss	392
38678153	5ss	289
38682208	3ss	102
38682303	5ss	118
38682785	3ss	76
38682826	3ss	340
38682886	5ss	448
38682950	5ss	59
38684177	3ss	59
38684420	5ss	29
38684686	3ss	448
38684806	5ss	171
38684893	5ss	431
38688643	3ss	602
38688695	5ss	408
38689029	3ss	29
38689172	5ss	99
38690206	3ss	118
38690692	5ss	183
38691350	3ss	183
38691500	5ss	137
38692502	3ss	99
38692637	5ss	64
38693680	3ss	408
38693805	5ss	615
38694767	3ss	64
38694848	5ss	40
38695988	3ss	615
38696064	5ss	465
38696367	3ss	137
38696527	5ss	147
38696737	3ss	40
38697742	3ss	465
38697785	5ss	468
38698703	3ss	147
38699805	3ss	468
38699965	5ss	683
38700807	3ss	683
38700913	5ss	325
3870375	5ss	100
38704217	3ss	325
38704337	5ss	537
38705473	3ss	537
38739930	5ss	26
38746433	5ss	10
38756233	3ss	10
38756378	5ss	52
38757470	3ss	52
38757604	5ss	11
38759410	5ss	10
38762428	3ss	11
38762606	5ss	42
38765706	3ss	42
38765786	5ss	21
38766383	3ss	21
38766499	5ss	29
38773493	3ss	29
38773660	5ss	17
38775425	3ss	10
38775588	5ss	14
3877639	5ss	11
38776456	3ss	17
38792601	3ss	26
38792686	5ss	80
38793512	3ss	14
38793568	5ss	30
38794076	3ss	43
38794168	5ss	24
38794923	5ss	54
38795015	3ss	54
38795130	5ss	129
38795205	3ss	12
38795264	3ss	117
38795326	5ss	152
38795485	3ss	152
38797992	3ss	24
38801210	5ss	11
38801307	3ss	30
38801355	5ss	42
38802571	3ss	11
38803642	3ss	42
38803739	5ss	27
38808368	3ss	27
38808508	5ss	25
38809684	3ss	25
38809830	5ss	27
38810154	3ss	27
38810222	5ss	35
38810815	3ss	35
38810885	5ss	36
38814841	3ss	36
38814904	5ss	45
38826110	3ss	45
38826187	5ss	41
38826939	3ss	41
38844986	3ss	37
38845182	5ss	169
38850464	3ss	12
38850483	3ss	23
38850510	3ss	134
38850602	5ss	62
38852940	3ss	62
38853128	5ss	118
38854679	5ss	320
38858769	3ss	118
38858916	5ss	104
38862477	3ss	104
38862763	5ss	73
38864329	5ss	115
38865319	3ss	73
38865405	3ss	320
38865465	5ss	109
38865502	5ss	580
38865601	5ss	1393
38866800	3ss	1393
38866872	5ss	1035
38866992	3ss	1035
38867094	5ss	1116
38868420	3ss	109
38868560	5ss	111
38869177	3ss	580
38869219	5ss	11
38869235	5ss	745
38869455	5ss	75
38869880	3ss	1116
38870019	3ss	25
38870045	5ss	1468
38870167	5ss	31
38870528	3ss	115
38870628	5ss	80
38871484	3ss	745
38871539	3ss	1468
38871562	5ss	479
38871639	5ss	2354
38872757	3ss	2354
38872868	5ss	1988
38872877	5ss	11
38873637	3ss	479
38873713	5ss	360
38873893	3ss	1999
38874738	3ss	360
38874933	5ss	659
38875598	3ss	80
38875756	5ss	165
38876303	3ss	11
38876372	3ss	659
38876437	5ss	542
38876475	5ss	11
38877217	3ss	165
38877469	5ss	123
38877586	3ss	111
38877892	5ss	118
38878402	3ss	118
38878501	3ss	123
38878526	5ss	117
38879162	3ss	542
38879233	5ss	828
38879692	3ss	81
38880047	5ss	85
38880675	3ss	828
38880844	5ss	799
38881695	3ss	11
38881866	5ss	11
38883322	3ss	799
38883403	5ss	500
38883929	3ss	11
38884196	3ss	500
38884213	5ss	25
38884214	3ss	117
38884329	5ss	688
38885451	3ss	25
38885586	5ss	38
3888573	3ss	100
38886141	3ss	38
38886292	5ss	10
3888782	5ss	56
3888925	5ss	48
38893364	3ss	85
38893451	5ss	165
38893493	5ss	60
38895753	5ss	14
38895984	3ss	14
38896061	5ss	10
38896159	3ss	10
38897717	5ss	11
38899391	3ss	11
38899465	3ss	688
38899636	5ss	559
38903054	3ss	60
38903208	5ss	69
38903984	3ss	10
38904605	5ss	14
38907143	3ss	165
38907256	5ss	271
38907376	3ss	271
38907482	5ss	180
38908422	3ss	69
38908628	5ss	88
38910213	3ss	180
38910347	5ss	209
38912000	3ss	559
38912092	5ss	702
3891224	3ss	104
38913096	3ss	702
38913291	5ss	763
3891477	5ss	133
38916542	3ss	209
38916694	5ss	119
38916955	3ss	88
38917036	5ss	70
38917648	3ss	14
38917724	5ss	19
38918942	3ss	19
38919164	5ss	12
38921717	3ss	12
38921896	5ss	11
38923252	3ss	11
38923356	5ss	13
38924058	5ss	82
38924136	3ss	82
38924192	5ss	89
38924391	3ss	119
38924514	5ss	186
38924524	3ss	13
38925473	5ss	12
38928376	3ss	89
38928433	5ss	93
38928817	3ss	763
38928922	5ss	704
38930863	3ss	186
38930954	5ss	174
3893105	3ss	133
38931985	3ss	12
38932066	5ss	10
38932230	3ss	93
38932269	5ss	106
38932565	3ss	10
38932637	5ss	14
3893281	5ss	204
38932974	3ss	14
38933072	3ss	174
38933233	5ss	169
38933438	3ss	106
38933470	5ss	150
38933856	3ss	169
38933995	5ss	143
38934747	3ss	704
38934848	3ss	150
38934930	5ss	637
38937339	3ss	143
38937411	5ss	179
38940160	3ss	637
38940240	5ss	814
38940487	3ss	814
38940592	5ss	780
389423	5ss	250
38942589	3ss	179
38942642	5ss	157
38945077	3ss	157
38947566	3ss	780
38947707	5ss	1044
38948778	3ss	1044
38948865	5ss	1522
38949283	5ss	10
38956698	3ss	70
38956839	5ss	99
38958877	3ss	99
38959051	5ss	74
38959382	3ss	1532
38959449	5ss	1573
38960630	3ss	74
38961126	3ss	1573
38975460	5ss	20
3897574	3ss	204
3897697	5ss	143
38989367	3ss	20
38989451	5ss	19
38990634	3ss	19
3899318	3ss	143
3899443	5ss	109
39005423	5ss	87
39006114	3ss	87
39006260	5ss	181
39008659	3ss	181
3903891	3ss	109
39046716	5ss	106
390525	3ss	228
39052755	5ss	26
390566	5ss	10
39064022	3ss	26
39064137	5ss	54
39064655	5ss	71
39066889	3ss	54
390669	5ss	246
39066994	5ss	63
39067075	3ss	63
39067193	5ss	54
39069164	3ss	54
39077585	3ss	177
39077767	5ss	209
39078100	5ss	855
39078328	3ss	855
39078446	5ss	1089
39078884	3ss	1089
39079001	5ss	703
39079772	3ss	703
39082723	3ss	209
39082859	5ss	164
39083583	3ss	164
39083779	5ss	304
39088135	3ss	304
39088347	5ss	299
39093564	5ss	92
39098312	3ss	299
39098498	5ss	306
39102152	5ss	58
39103251	5ss	16
39104541	3ss	92
39104681	5ss	165
39104850	3ss	58
39104907	3ss	306
39104961	5ss	73
39105131	5ss	161
391056	3ss	200
39107302	3ss	165
39107320	3ss	16
39107370	5ss	27
39107380	5ss	249
39107741	3ss	27
39107847	5ss	63
39108039	3ss	249
39108121	5ss	203
39108237	3ss	203
39108366	5ss	317
39108583	3ss	63
39109189	3ss	161
39109351	5ss	171
39109863	5ss	50
39109957	5ss	14
39109967	5ss	702
39110262	3ss	317
39110350	5ss	253
39110977	3ss	766
39111075	5ss	1437
39111134	3ss	253
39111235	5ss	133
39111912	3ss	73
39112092	5ss	109
39112657	3ss	109
39113005	5ss	74
39114640	3ss	171
39114717	3ss	1437
39114837	5ss	1331
39114852	5ss	236
39116217	3ss	133
39116441	5ss	136
39116668	3ss	1331
39116742	5ss	818
39116779	3ss	236
39116950	5ss	281
39117747	3ss	74
39117870	5ss	87
39118630	3ss	136
39118704	5ss	158
39119628	3ss	158
39119730	5ss	293
39120302	3ss	87
39120416	5ss	121
39121202	3ss	293
39121299	5ss	318
39122011	3ss	121
39122155	5ss	81
39122263	3ss	81
39122445	5ss	76
39122630	3ss	267
39123070	3ss	818
39123136	5ss	1050
39123218	3ss	76
39123241	3ss	1006
39123318	5ss	968
39123353	5ss	135
39123988	3ss	135
39124166	5ss	159
39125467	3ss	159
39125631	5ss	31
39125633	3ss	1012
39125646	3ss	318
39125667	5ss	77
39125753	5ss	98
39125758	5ss	435
39126136	3ss	98
39126232	5ss	204
39126617	3ss	77
39127006	3ss	204
39127101	5ss	206
39127529	3ss	435
39128314	3ss	14
39128477	5ss	10
39129619	3ss	206
39129724	5ss	244
39130722	3ss	244
39130809	5ss	204
39133116	3ss	204
39133192	5ss	120
39135365	3ss	120
39135541	3ss	10
39135557	5ss	148
39136139	3ss	148
39138547	5ss	797
39187437	5ss	10
39188159	3ss	10
39191240	3ss	797
39191354	5ss	1088
39191642	3ss	1088
39191761	5ss	797
39195574	3ss	797
39195660	5ss	918
39196684	3ss	918
39196771	5ss	1066
39198757	3ss	1066
39198835	5ss	1285
39200035	3ss	1285
39200116	5ss	1212
39200897	3ss	1176
39200982	5ss	728
39201213	5ss	17
39201916	3ss	36
39202001	5ss	43
39205109	3ss	771
39205201	5ss	453
39205262	3ss	17
39206886	5ss	21
39207183	3ss	21
39207356	5ss	11
39207726	3ss	453
39207956	5ss	720
39208567	3ss	720
39208714	5ss	1379
39212178	3ss	1379
39212328	5ss	1109
39214254	3ss	1109
39214362	5ss	856
39214577	3ss	856
39214717	5ss	945
39214797	3ss	945
39214979	5ss	787
39215071	3ss	787
39215205	5ss	1037
39216221	3ss	11
39216291	5ss	20
39216364	3ss	1037
39216543	5ss	687
39217461	3ss	20
39217597	3ss	687
39217633	5ss	13
39217716	3ss	13
39217743	5ss	670
39218586	3ss	660
39218666	5ss	818
39218956	3ss	10
39219636	3ss	818
39219725	5ss	12
39219794	5ss	742
39219914	3ss	742
39226504	3ss	12
39229977	5ss	21
39230106	3ss	21
39230310	5ss	11
39233417	3ss	11
39236495	5ss	21
39241897	3ss	21
39241954	5ss	12
39243834	3ss	31
39243925	5ss	36
39245868	3ss	12
39246008	5ss	12
39246090	3ss	12
39246172	5ss	12
39246989	3ss	12
39246991	3ss	36
39247072	5ss	20
39247219	5ss	10
39254766	3ss	20
39254912	5ss	16
39255526	3ss	16
39257580	5ss	13
39259106	3ss	13
39259174	5ss	11
39267683	3ss	11
39269711	5ss	21
39271596	3ss	21
39271720	5ss	11
39274600	3ss	11
39274681	5ss	13
39276428	3ss	13
39276578	5ss	16
39278640	3ss	16
39280283	5ss	15
39287107	3ss	15
39379241	3ss	10
39390851	5ss	72
39395655	3ss	72
39395760	5ss	65
39395842	3ss	65
39396175	5ss	85
39397861	3ss	85
39397949	5ss	102
39398039	3ss	102
39398299	5ss	105
39399371	3ss	105
39409394	5ss	329
39421638	5ss	85
39421811	5ss	71
39421916	3ss	156
39421983	5ss	308
39422973	3ss	308
39425284	5ss	247
39430986	3ss	247
39431107	5ss	177
39431914	3ss	177
39431998	5ss	218
39432735	3ss	11
39432932	3ss	218
39433111	5ss	217
39433344	3ss	217
39433512	5ss	258
39435830	3ss	318
39435901	3ss	258
39436067	5ss	374
39436340	5ss	368
39437889	3ss	374
39439347	3ss	368
39439615	5ss	258
39447952	3ss	248
39447979	3ss	10
39448255	5ss	7534
39448573	5ss	55
39449094	3ss	24
39449095	5ss	182
39449112	3ss	7565
39449277	5ss	21092
39449921	3ss	182
39450097	3ss	21075
39450215	5ss	18018
39450230	5ss	13
39452245	3ss	17993
39452247	3ss	55
39452490	5ss	9628
39453140	3ss	9628
39453268	5ss	7754
39453387	3ss	7754
39453552	5ss	12402
39453765	3ss	12360
39453768	3ss	42
39457272	5ss	242
39460782	5ss	25
39462410	3ss	25
39462582	5ss	57
39463816	3ss	57
39463843	3ss	242
39463909	5ss	44
39463983	5ss	591
39465145	3ss	44
39465225	5ss	44
39466644	3ss	591
39466666	3ss	44
39466778	5ss	391
39466822	5ss	96
39466905	3ss	96
39466962	5ss	56
39469019	3ss	391
39469090	5ss	451
39469138	3ss	56
39469266	5ss	77
39469717	3ss	451
39471639	3ss	77
39471784	5ss	61
39472856	3ss	61
39472926	5ss	61
39474720	3ss	61
39474831	5ss	71
39478683	3ss	71
39492070	5ss	1719
39492074	5ss	21
39494395	3ss	1740
39494612	5ss	2624
39500064	3ss	2624
39535324	5ss	14
39537535	3ss	14
39537723	5ss	25
39542454	3ss	25
39542597	5ss	43
39550291	3ss	43
39550420	5ss	34
39567776	3ss	34
39570518	5ss	33
39571389	5ss	13
39573234	3ss	33
39573305	5ss	29
39575854	3ss	29
39575958	5ss	11
39576602	3ss	11
39576694	5ss	21
39583679	5ss	103
39584033	3ss	103
39584117	5ss	70
39584320	3ss	21
39584505	5ss	19
39587203	3ss	70
39587292	5ss	107
39587744	3ss	107
39587803	5ss	139
39591634	3ss	139
39591747	5ss	84
39593406	3ss	19
39593560	5ss	70
39594196	3ss	84
39594240	5ss	79
39595440	3ss	70
39595530	5ss	35
39597484	3ss	79
39597552	5ss	88
39600602	3ss	35
39600669	5ss	15
39601162	3ss	88
39601272	5ss	121
39602865	3ss	121
39602923	5ss	70
39605644	3ss	70
39606146	5ss	186
39607407	3ss	15
39607512	5ss	15
39609289	3ss	15
39609405	5ss	31
39610105	3ss	186
39610226	5ss	62
39611876	3ss	62
39612860	5ss	68
39613273	3ss	68
39613425	5ss	88
39613701	3ss	88
39613790	3ss	31
39613848	5ss	98
39613921	5ss	35
39616242	3ss	83
39616442	5ss	48
39616559	5ss	110
39617656	3ss	35
39617784	5ss	30
39618227	3ss	63
39618318	5ss	69
39618745	3ss	30
39618814	5ss	42
39620641	3ss	42
39620705	5ss	44
39621177	3ss	69
39621289	5ss	50
39621811	3ss	50
39623697	3ss	44
39623781	5ss	42
39624692	5ss	11
39629495	3ss	42
39629569	5ss	20
39637847	3ss	20
39644596	5ss	148
39644794	5ss	12
39645282	3ss	148
39645353	5ss	113
39645731	3ss	113
39645799	5ss	146
39646616	3ss	146
39646688	5ss	159
39646797	3ss	159
39646891	5ss	172
39647045	3ss	172
39647120	5ss	197
39647352	3ss	12
39647477	5ss	34
39648295	3ss	197
39648450	5ss	119
39648528	3ss	119
39648666	5ss	164
39649707	3ss	164
39657740	5ss	88
39658071	3ss	88
39658095	5ss	105
39658870	3ss	81
39658942	5ss	52
39658952	5ss	25
39660172	3ss	106
39660397	5ss	81
39661087	3ss	34
39663424	5ss	67
39663558	3ss	81
39664016	5ss	137
39664216	3ss	137
39664650	5ss	118
39665571	3ss	118
39665704	5ss	142
39665952	3ss	142
39666078	5ss	114
39667230	3ss	114
39667355	5ss	183
39668315	3ss	183
39668449	5ss	143
39669064	3ss	143
396785	3ss	10
39681072	5ss	12
39681438	3ss	12
39690034	3ss	105
39690130	5ss	166
396934	5ss	16
39696854	3ss	24
39696915	5ss	27
39700010	5ss	200
39703433	5ss	76
39704811	3ss	166
39704934	5ss	116
39706126	3ss	76
39706222	3ss	116
39706259	5ss	35
39706277	5ss	103
39708725	3ss	103
39708820	5ss	124
39709765	3ss	35
39709805	3ss	124
39709851	5ss	40
39709880	5ss	127
39713102	3ss	127
39713208	5ss	77
39715686	3ss	27
39715775	5ss	34
39716115	3ss	40
39717345	5ss	35
39719970	3ss	34
39720047	5ss	56
39721112	3ss	77
39721227	5ss	143
39721952	3ss	35
39722170	5ss	12
39722275	3ss	12
39722375	5ss	23
39723608	3ss	56
39723700	5ss	52
39725860	3ss	143
39725981	5ss	225
39726230	3ss	67
39726380	5ss	133
39726855	3ss	225
39726977	5ss	278
39728696	3ss	278
39728883	5ss	128
39729849	3ss	128
39729981	3ss	133
39729993	5ss	205
39730189	5ss	177
39736284	3ss	177
39736458	5ss	199
39736726	5ss	31
39739040	3ss	200
39739133	5ss	321
39741422	3ss	205
39741565	5ss	152
39742610	3ss	152
39742795	5ss	121
39743682	5ss	15
39744011	3ss	121
39744079	5ss	164
39744918	3ss	164
39745032	5ss	162
39745722	3ss	199
39745724	3ss	15
39746138	3ss	54
39746809	3ss	162
39746936	5ss	131
39747372	3ss	321
39747430	5ss	167
39747880	3ss	52
39748046	5ss	95
39748741	5ss	146
39748861	3ss	95
39748973	5ss	24
39749081	3ss	24
39749187	5ss	42
39749738	3ss	42
39749857	5ss	53
39750005	3ss	53
39750100	5ss	48
39750336	3ss	131
39750430	5ss	229
39750646	3ss	229
39750755	3ss	48
39750795	5ss	280
39750882	5ss	26
39750969	3ss	26
39751062	5ss	33
39751276	3ss	33
39751430	5ss	42
39751835	3ss	280
39752958	3ss	42
39753234	5ss	52
39757277	3ss	167
39757359	5ss	237
39757582	3ss	52
39757710	5ss	39
39758438	3ss	39
39758515	5ss	47
39759130	3ss	47
39759291	5ss	80
39760223	3ss	146
39760300	5ss	72
39760718	3ss	80
39760822	5ss	14
39761459	3ss	14
39761554	5ss	30
39762475	3ss	72
39762585	5ss	128
39763204	3ss	128
39763275	5ss	92
39763292	3ss	30
39763417	5ss	42
39764129	3ss	92
39764233	5ss	113
39765675	5ss	16
39765882	3ss	42
39766034	5ss	50
39766161	3ss	16
39766498	5ss	75
39768596	3ss	50
39768750	5ss	38
39769068	3ss	113
39769190	5ss	158
39771333	3ss	158
39771453	5ss	85
39772202	5ss	16
39772682	3ss	85
39772728	5ss	95
39773495	3ss	95
39773585	5ss	118
39773603	3ss	16
39775242	3ss	38
39775368	5ss	31
39775917	3ss	31
39776100	5ss	36
39776454	3ss	237
39776503	3ss	36
39776553	5ss	224
39776672	5ss	31
39777653	3ss	118
39777791	5ss	207
39779302	3ss	195
39779430	5ss	172
39779980	3ss	201
39781185	3ss	31
39781363	5ss	37
39782063	3ss	37
39782201	5ss	33
39782544	3ss	207
39782645	5ss	189
39782886	3ss	33
39783079	5ss	44
39783943	3ss	189
39784003	5ss	110
39784125	3ss	44
39784287	5ss	46
39784887	3ss	110
39784922	5ss	105
39785336	3ss	46
39785419	5ss	39
39787148	3ss	105
39787215	5ss	83
39788246	3ss	75
39788280	3ss	39
39788387	5ss	58
39788398	5ss	139
39788413	3ss	83
39788495	5ss	88
39788510	3ss	139
39788582	3ss	58
39788603	5ss	125
39788680	5ss	66
39788746	3ss	125
39788793	5ss	135
39789865	3ss	66
39790017	5ss	24
39790132	3ss	78
39790260	5ss	96
39790318	3ss	24
39790406	5ss	32
39791092	3ss	135
39791176	5ss	115
39791282	3ss	115
39791365	5ss	76
39791598	3ss	76
39791632	5ss	63
39791843	3ss	63
39791915	5ss	77
39792018	3ss	77
39792119	5ss	188
39792355	3ss	188
39792473	5ss	152
39792561	3ss	152
39792646	5ss	206
39792721	3ss	206
39792841	5ss	226
39792890	3ss	32
39793025	5ss	47
39793573	3ss	226
39793741	5ss	147
39793885	3ss	147
39794007	5ss	212
39794090	3ss	212
39794191	5ss	96
39794279	3ss	96
39794466	5ss	147
39794834	3ss	147
39795034	5ss	135
39795116	3ss	135
39795235	5ss	133
39795319	3ss	133
39795499	5ss	132
39796068	3ss	106
39796226	5ss	108
39796492	3ss	132
39796569	5ss	146
39797407	3ss	146
39797510	5ss	130
39797719	3ss	130
39797815	5ss	136
39798097	3ss	136
39798166	5ss	93
39798752	3ss	93
39798909	5ss	124
39800833	3ss	124
39800929	5ss	178
39801061	3ss	178
39801285	5ss	141
39801369	3ss	141
39801517	5ss	128
39802060	3ss	128
39802174	5ss	132
39802292	3ss	132
39802453	5ss	147
39802563	3ss	147
39802651	5ss	117
39802764	3ss	84
39802767	3ss	33
39802951	5ss	88
39803107	3ss	88
39811147	5ss	53
39811505	3ss	53
39811658	5ss	58
39812796	3ss	58
39812882	5ss	55
39813716	3ss	55
39813854	5ss	95
39814737	3ss	95
39814850	5ss	116
39815108	3ss	108
39815150	3ss	47
39815230	5ss	90
39815299	5ss	48
39815524	3ss	116
39815635	5ss	100
39816457	3ss	48
39816690	5ss	45
39816917	3ss	90
39816975	5ss	120
398170	3ss	68
39817832	3ss	100
39817947	3ss	120
39817976	5ss	72
39818181	5ss	165
39818679	3ss	45
39818903	5ss	55
39819302	3ss	165
39822708	3ss	72
39822930	5ss	131
39823047	3ss	55
39823565	5ss	36
39824026	3ss	131
39824188	5ss	117
39824369	3ss	36
39824545	5ss	33
39824813	3ss	33
39824936	5ss	29
39826020	3ss	117
398263	5ss	78
39826465	3ss	29
39826673	5ss	68
39827032	3ss	68
39827349	5ss	39
39833216	5ss	31
39833820	3ss	39
39833986	5ss	45
39835702	3ss	45
39835858	5ss	63
398376	3ss	78
39838151	3ss	63
39838268	5ss	50
39839029	5ss	10
39844133	3ss	50
39844195	5ss	40
39844646	3ss	41
39844706	5ss	72
39844875	3ss	40
39845116	5ss	43
39845321	5ss	267
39845790	5ss	31
39845916	3ss	43
39846030	3ss	267
39846045	5ss	30
39846193	5ss	361
39846340	3ss	361
39846441	5ss	399
39847034	3ss	399
39847329	3ss	103
39847625	3ss	30
39847729	5ss	104
39847824	5ss	47
39851106	3ss	47
39851601	5ss	55
39852859	3ss	55
39854330	5ss	30
398574	5ss	74
39860295	3ss	104
39860765	5ss	201
39866290	3ss	201
39866529	5ss	82
39867077	3ss	82
39867186	5ss	143
39867345	3ss	143
39867431	5ss	163
39868125	3ss	163
39868464	5ss	157
39869144	3ss	157
39869229	5ss	149
39870606	3ss	149
39870724	5ss	59
39871227	3ss	59
39871425	5ss	127
39871630	3ss	127
39871753	5ss	141
39873429	5ss	41
39873848	3ss	141
39873931	5ss	102
39874030	3ss	41
39874125	5ss	41
39874139	3ss	102
39874394	3ss	41
39874953	5ss	48
39875818	3ss	48
39875893	5ss	76
39876189	3ss	76
39876388	5ss	86
39876501	3ss	86
39876623	5ss	48
39877671	3ss	48
39877764	5ss	40
39879548	3ss	40
39879721	5ss	53
39880149	5ss	56
39880243	3ss	53
39880419	5ss	46
39880727	3ss	46
39880900	5ss	74
39881160	3ss	74
39881287	5ss	98
39881403	3ss	98
39881555	5ss	90
39882006	3ss	90
39882224	5ss	103
39882278	5ss	112
39882717	3ss	103
39882824	5ss	123
39883104	3ss	112
39883162	5ss	103
39883392	3ss	123
39883551	5ss	135
39883706	3ss	135
39883824	5ss	122
39884193	3ss	103
39884277	5ss	120
39884769	3ss	122
39885003	5ss	61
39885201	3ss	61
39885428	5ss	70
39885598	3ss	70
39885869	5ss	77
39886300	3ss	77
39886397	5ss	70
39886502	3ss	70
39886641	5ss	82
39887563	3ss	82
3988782	3ss	11
39888046	3ss	86
39888097	3ss	120
39888207	5ss	84
39888402	3ss	84
39888572	5ss	74
3988912	5ss	37
39889700	3ss	74
39889866	5ss	66
39893127	3ss	66
39893286	5ss	86
39893633	3ss	86
39893959	5ss	69
39894914	3ss	69
39894998	5ss	124
39895499	3ss	124
39895740	5ss	107
39896374	3ss	107
39896580	5ss	68
39897568	5ss	27
39898207	3ss	68
39898326	5ss	114
39898383	3ss	27
39898442	5ss	92
39898720	3ss	114
39898827	5ss	82
39900086	3ss	82
39900208	3ss	92
39900304	5ss	125
39900539	5ss	118
39901230	3ss	125
39903680	5ss	94
39904052	5ss	11
39904705	3ss	11
39904835	5ss	23
39904946	3ss	94
39905172	5ss	89
39905576	5ss	10
39905629	3ss	13
39905632	3ss	10
39905900	5ss	36
39905979	3ss	36
39906079	5ss	10
39906675	3ss	89
39906797	5ss	96
39906896	3ss	96
39906988	3ss	10
39906997	5ss	95
39907054	5ss	10
39907191	3ss	10
39907237	5ss	12
39907293	3ss	128
39907443	5ss	235
39907490	3ss	12
39907624	3ss	95
39907640	5ss	17
39907725	5ss	133
39907819	3ss	133
39907854	3ss	235
39907992	5ss	96
39908031	5ss	144
39908084	3ss	96
39908195	3ss	17
39908237	3ss	68
39908239	5ss	59
39908323	3ss	76
39908386	3ss	59
39908499	5ss	117
39908583	5ss	99
39908745	5ss	34
39909118	3ss	99
39909246	5ss	88
39909374	3ss	34
39909466	5ss	62
39909522	3ss	117
39909557	3ss	62
39909643	5ss	66
39910334	3ss	88
39910507	5ss	80
39911266	3ss	66
39911299	5ss	76
39911391	3ss	76
39911492	5ss	24
39911589	3ss	24
39911636	5ss	19
39911715	3ss	19
39912928	5ss	34
39913104	3ss	80
39913259	5ss	67
39913364	3ss	67
39913372	3ss	34
39913570	5ss	140
39913705	3ss	140
39913824	5ss	107
39914266	3ss	107
39914435	5ss	102
399146	3ss	16
39916724	3ss	102
39916756	5ss	2055
39916883	5ss	67
39917359	3ss	2055
39917676	5ss	2788
39917778	3ss	2788
39917828	3ss	67
39918022	5ss	89
39918356	3ss	89
39918484	5ss	121
39919379	3ss	121
39919522	5ss	103
39920581	3ss	103
39920769	5ss	132
39924042	3ss	132
39924162	5ss	145
39924758	3ss	145
39924921	5ss	108
39926304	3ss	108
39926466	5ss	70
39927555	3ss	70
39927709	5ss	91
39929284	3ss	91
39929358	5ss	37
39934287	3ss	37
39934404	5ss	60
39936277	5ss	126
39936444	3ss	126
39936605	5ss	350
39943996	3ss	350
39944161	5ss	370
39945470	3ss	60
39945681	5ss	135
39946592	3ss	12
39946702	5ss	12
39948315	3ss	370
39948380	5ss	50
39949458	3ss	50
39949527	5ss	230
39949645	3ss	230
39949713	5ss	185
39949824	3ss	185
39949889	5ss	215
39950199	3ss	215
39950229	5ss	262
39950273	3ss	135
39950402	5ss	91
39950532	3ss	262
39950600	5ss	302
39951210	3ss	91
39955438	3ss	302
39955689	5ss	307
39957120	3ss	307
39957209	5ss	169
39957315	3ss	169
39957385	5ss	178
39959396	3ss	178
39959501	5ss	285
39959719	3ss	285
39959812	5ss	333
39959902	3ss	333
39960038	5ss	439
39960759	3ss	439
39960914	5ss	227
39961017	3ss	227
39961163	5ss	217
39961997	3ss	217
39962143	5ss	152
39962245	3ss	152
39962370	5ss	119
39963049	3ss	119
39963133	5ss	140
39963450	3ss	140
39963569	5ss	178
39963652	3ss	178
39963754	5ss	296
39963843	3ss	296
39963970	5ss	367
39964056	3ss	367
39964161	5ss	369
39964603	3ss	369
39964761	5ss	494
39964874	3ss	494
39965042	5ss	357
39965155	3ss	357
39965358	5ss	205
39966721	3ss	205
39966816	5ss	232
39966896	3ss	232
39969531	5ss	149
39971601	5ss	184
39972523	3ss	184
39972673	5ss	312
39973310	3ss	138
39973455	5ss	134
39973525	3ss	312
39973796	5ss	320
39974341	3ss	145
39974530	5ss	153
39974634	3ss	153
39974779	5ss	130
39975462	3ss	130
39975651	5ss	306
39975782	3ss	306
39975927	5ss	171
39976184	3ss	320
39976242	5ss	547
39976328	3ss	547
39976447	5ss	476
39976521	3ss	171
39976713	5ss	216
39976827	3ss	476
39976931	5ss	404
39976959	3ss	12
39977037	3ss	404
39977135	5ss	393
39977199	3ss	204
39977341	5ss	129
